,NAME_2,Sum_of_Lights_1996
0,Nicobar Islands,605.0
1,North and Middle Andaman,995.0
2,South Andaman,3517.0
3,Anantapur,74760.0
4,Chittoor,83701.0
5,East Godavari,51462.0
6,Guntur,67967.0
7,Krishna,60229.0
8,Kurnool,65508.0
9,Nellore,65146.0
10,Prakasam,59168.0
11,Srikakulam,32723.0
12,Visakhapatnam,39595.0
13,Vizianagaram,24957.0
14,West Godavari,43697.0
15,Y.S.R.,40506.0
16,Anjaw,0.0
17,Anjaw,0.0
18,Changlang,2407.0
19,Dibang Valley,0.0
20,East Kameng,44.0
21,East Siang,82.0
22,East Siang,73.0
23,Kurung Kumey,0.0
24,Lohit,111.0
25,Lohit,0.0
26,Longding,114.0
27,Lower Dibang Valley,0.0
28,Lower Dibang Valley,0.0
29,Lower Subansiri,310.0
30,Namsai,716.0
31,Papum Pare,1741.0
32,Tawang,96.0
33,Tirap,274.0
34,Upper Siang,0.0
35,Upper Subansiri,16.0
36,West Kameng,497.0
37,West Siang,95.0
38,Baksa,1020.0
39,Barpeta,3913.0
40,Bongaigaon,2681.0
41,Cachar,7015.0
42,Chirang,3596.0
43,Darrang,2891.0
44,Dhemaji,257.0
45,Dhubri,1885.0
46,Dibrugarh,35331.0
47,Dima Hasao,1800.0
48,Goalpara,2673.0
49,Golaghat,9945.0
50,Hailakandi,2363.0
51,Jorhat,7891.0
52,Kamrup,9989.0
53,Kamrup Metropolitan,10876.0
54,Karbi Anglong,4591.0
55,Karimganj,3322.0
56,Kokrajhar,3998.0
57,Lakhimpur,1357.0
58,Morigaon,2854.0
59,Nagaon,12807.0
60,Nalbari,2519.0
61,Sivasagar,19625.0
62,Sonitpur,9138.0
63,Tinsukia,16456.0
64,Udalguri,4023.0
65,Araria,1427.0
66,Arwal,27.0
67,Aurangabad,1925.0
68,Banka,1243.0
69,Begusarai,7037.0
70,Bhagalpur,9978.0
71,Bhojpur,1495.0
72,Buxar,1396.0
73,Darbhanga,3945.0
74,Gaya,5255.0
75,Gopalganj,2705.0
76,Jamui,1043.0
77,Jehanabad,952.0
78,Kaimur,3089.0
79,Katihar,2737.0
80,Khagaria,1382.0
81,Kishanganj,1193.0
82,Lakhisarai,1336.0
83,Madhepura,1034.0
84,Madhubani,3553.0
85,Munger,3894.0
86,Muzaffarpur,6511.0
87,Nalanda,3172.0
88,Nawada,1767.0
89,Pashchim Champaran,2698.0
90,Patna,19562.0
91,Purba Champaran,3843.0
92,Purnia,4670.0
93,Rohtas,4717.0
94,Saharsa,1258.0
95,Samastipur,4203.0
96,Saran,3942.0
97,Sheikhpura,895.0
98,Sheohar,357.0
99,Sitamarhi,1965.0
100,Siwan,2145.0
101,Supaul,2313.0
102,Vaishali,5870.0
103,Chandigarh,8491.0
104,Balod,7739.0
105,Baloda Bazar,13201.0
106,Balrampur,466.0
107,Bastar,2380.0
108,Bemetara,5779.0
109,Bijapur,219.0
110,Bilaspur,16152.0
111,Dantewada,3116.0
112,Dhamtari,8700.0
113,Durg,29848.0
114,Gariaband,1056.0
115,Janjgir-Champa,15004.0
116,Jashpur,1013.0
117,Kabeerdham,2368.0
118,Kondagaon,595.0
119,Korba,17111.0
120,Koriya,6835.0
121,Mahasamund,6343.0
122,Mungeli,3744.0
123,Narayanpur,239.0
124,Raigarh,10890.0
125,Raipur,29417.0
126,Rajnandgaon,11678.0
127,Sukma,283.0
128,Surajpur,5179.0
129,Surguja,2628.0
130,Uttar Bastar Kanker,2679.0
131,Dadra and Nagar Haveli,3501.0
132,Daman,2240.0
133,Diu,483.0
134,North Goa,17112.0
135,South Goa,12089.0
136,Ahmadabad,64658.0
137,Amreli,45858.0
138,Anand,25948.0
139,Aravalli,15469.0
140,Banas Kantha,45592.0
141,Bharuch,68899.0
142,Bhavnagar,44977.0
143,Botad,11516.0
144,Chhota Udaipur,11570.0
145,Dahod,9249.0
146,Devbhumi Dwarka,19906.0
147,Gandhinagar,31300.0
148,Gir Somnath,20270.0
149,Jamnagar,37568.0
150,Junagadh,52929.0
151,Kachchh,54800.0
152,Kheda,30018.0
153,Mahesana,53403.0
154,Mahisagar,6301.0
155,Morbi,30429.0
156,Narmada,6440.0
157,Navsari,17006.0
158,Panch Mahals,15975.0
159,Patan,21878.0
160,Porbandar,17067.0
161,Rajkot,63312.0
162,Sabar Kantha,24917.0
163,Surat,56752.0
164,Surendranagar,37856.0
165,Tapi,12353.0
166,The Dangs,1021.0
167,Vadodara,49084.0
168,Valsad,20547.0
169,Ambala,29608.0
170,Bhiwani,41337.0
171,Faridabad,28135.0
172,Fatehabad,31061.0
173,Gurgaon,30817.0
174,Hisar,47571.0
175,Jhajjar,22291.0
176,Jind,30689.0
177,Kaithal,28426.0
178,Karnal,42250.0
179,Kurukshetra,32637.0
180,Mahendragarh,19360.0
181,Mewat,11623.0
182,Palwal,12466.0
183,Panchkula,9861.0
184,Panipat,23573.0
185,Rewari,17224.0
186,Rohtak,18744.0
187,Sirsa,44904.0
188,Sonipat,28905.0
189,Yamunanagar,18393.0
190,Bilaspur,6859.0
191,Chamba,2012.0
192,Hamirpur,4273.0
193,Kangra,12727.0
194,Kinnaur,827.0
195,Kinnaur,0.0
196,Kinnaur,0.0
197,Kullu,2131.0
198,Lahul & Spiti,28.0
199,Lahul & Spiti,0.0
200,Mandi,5563.0
201,Shimla,4879.0
202,Sirmaur,4189.0
203,Solan,10637.0
204,Una,5965.0
205,Anantnag,206.0
206,Badgam,1004.0
207,Bandipore,0.0
208,Baramulla,1688.0
209,Doda,732.0
210,Ganderbal,34.0
211,Jammu,28227.0
212,Kargil,189.0
213,Kathua,10022.0
214,Kishtwar,1291.0
215,Kulgam,0.0
216,Kupwara,0.0
217,Leh (Ladakh),795.0
218,Poonch,628.0
219,Pulwama,705.0
220,Rajouri,2637.0
221,Ramban,247.0
222,Reasi,3174.0
223,Samba,7625.0
224,Shupiyan,20.0
225,Srinagar,3738.0
226,Udhampur,5102.0
227,Bokaro,26588.0
228,Chatra,1008.0
229,Deoghar,3319.0
230,Dhanbad,34767.0
231,Dumka,1179.0
232,Garhwa,817.0
233,Giridih,3574.0
234,Godda,3104.0
235,Gumla,498.0
236,Hazaribagh,6827.0
237,Jamtara,2584.0
238,Khunti,678.0
239,Kodarma,1379.0
240,Latehar,249.0
241,Lohardaga,421.0
242,Pakur,891.0
243,Palamu,1030.0
244,Pashchimi Singhbhum,5145.0
245,Purbi Singhbhum,16188.0
246,Ramgarh,13757.0
247,Ranchi,12893.0
248,Sahibganj,1246.0
249,Saraikela-kharsawan,7437.0
250,Simdega,489.0
251,Bagalkot,28768.0
252,Bangalore,61817.0
253,Bangalore Rural,21636.0
254,Belgaum,64296.0
255,Bellary,36496.0
256,Bidar,26777.0
257,Bijapur,33062.0
258,Chamrajnagar,13099.0
259,Chikballapura,25366.0
260,Chikmagalur,11795.0
261,Chitradurga,26715.0
262,Dakshina Kannada,21983.0
263,Davanagere,23919.0
264,Dharwad,19604.0
265,Gadag,10204.0
266,Gulbarga,44232.0
267,Hassan,22187.0
268,Haveri,18374.0
269,Kodagu,4997.0
270,Kolar,28885.0
271,Koppal,25040.0
272,Mandya,24980.0
273,Mysore,29082.0
274,Raichur,32249.0
275,Ramanagara,20500.0
276,Shimoga,12592.0
277,Tumkur,52940.0
278,Udupi,11731.0
279,Uttara Kannada,13172.0
280,Yadgir,15009.0
281,Alappuzha,16724.0
282,Ernakulam,36062.0
283,Idukki,11866.0
284,Kannur,11990.0
285,Kasaragod,6445.0
286,Kollam,21498.0
287,Kottayam,18121.0
288,Kozhikode,15272.0
289,Malappuram,17435.0
290,Palakkad,25000.0
291,Pathanamthitta,12868.0
292,Thiruvananthapuram,22476.0
293,Thrissur,25672.0
294,Wayanad,7605.0
295,Lakshadweep,177.0
296,Agar Malwa,12969.0
297,Alirajpur,4867.0
298,Anuppur,7719.0
299,Ashoknagar,5881.0
300,Balaghat,12454.0
301,Barwani,16883.0
302,Betul,17141.0
303,Bhind,23576.0
304,Bhopal,28420.0
305,Burhanpur,9472.0
306,Chhatarpur,25119.0
307,Chhindwara,24562.0
308,Damoh,21793.0
309,Datia,15501.0
310,Dewas,39857.0
311,Dhar,46228.0
312,Dindori,752.0
313,East Nimar,21002.0
314,Guna,23416.0
315,Gwalior,30124.0
316,Harda,15111.0
317,Hoshangabad,28373.0
318,Indore,47852.0
319,Jabalpur,31237.0
320,Jhabua,11908.0
321,Katni,19273.0
322,Mandla,4469.0
323,Mandsaur,34015.0
324,Morena,20299.0
325,Narsimhapur,29187.0
326,Neemuch,21474.0
327,Panna,7011.0
328,Raisen,26465.0
329,Rajgarh,29614.0
330,Ratlam,33000.0
331,Rewa,24949.0
332,Sagar,40280.0
333,Satna,31853.0
334,Sehore,30846.0
335,Seoni,8164.0
336,Shahdol,9005.0
337,Shajapur,25321.0
338,Sheopur,7170.0
339,Shivpuri,20697.0
340,Sidhi,6999.0
341,Singrauli,14394.0
342,Tikamgarh,25140.0
343,Ujjain,51611.0
344,Umaria,2933.0
345,Vidisha,14828.0
346,West Nimar,33156.0
347,Ahmadnagar,114602.0
348,Akola,33557.0
349,Amravati,55764.0
350,Aurangabad,67275.0
351,Bhandara,20516.0
352,Bid,58459.0
353,Buldana,46174.0
354,Chandrapur,41392.0
355,Dhule,38170.0
356,Garhchiroli,11383.0
357,Gondiya,11884.0
358,Hingoli,21672.0
359,Jalgaon,76915.0
360,Jalna,36353.0
361,Kolhapur,51391.0
362,Latur,42662.0
363,Mumbai City,5351.0
364,Mumbai Suburban,27665.0
365,Nagpur,66413.0
366,Nanded,50493.0
