,NAME_2,Sum_of_Lights_2008
0,Nicobar Islands,401.0
1,North and Middle Andaman,1586.0
2,South Andaman,4499.0
3,Anantapur,117838.0
4,Chittoor,116679.0
5,East Godavari,83718.0
6,Guntur,106639.0
7,Krishna,91962.0
8,Kurnool,88254.0
9,Nellore,89227.0
10,Prakasam,87469.0
11,Srikakulam,39479.0
12,Visakhapatnam,63538.0
13,Vizianagaram,28820.0
14,West Godavari,69459.0
15,Y.S.R.,85730.0
16,Anjaw,0.0
17,Anjaw,0.0
18,Changlang,2511.0
19,Dibang Valley,0.0
20,East Kameng,55.0
21,East Siang,305.0
22,East Siang,159.0
23,Kurung Kumey,0.0
24,Lohit,339.0
25,Lohit,0.0
26,Longding,3.0
27,Lower Dibang Valley,99.0
28,Lower Dibang Valley,0.0
29,Lower Subansiri,705.0
30,Namsai,646.0
31,Papum Pare,3303.0
32,Tawang,162.0
33,Tirap,340.0
34,Upper Siang,28.0
35,Upper Subansiri,146.0
36,West Kameng,867.0
37,West Siang,258.0
38,Baksa,2906.0
39,Barpeta,4618.0
40,Bongaigaon,3731.0
41,Cachar,9358.0
42,Chirang,3733.0
43,Darrang,4552.0
44,Dhemaji,1080.0
45,Dhubri,4117.0
46,Dibrugarh,34470.0
47,Dima Hasao,3247.0
48,Goalpara,6294.0
49,Golaghat,13488.0
50,Hailakandi,2914.0
51,Jorhat,9201.0
52,Kamrup,15564.0
53,Kamrup Metropolitan,15021.0
54,Karbi Anglong,6512.0
55,Karimganj,3094.0
56,Kokrajhar,7545.0
57,Lakhimpur,2146.0
58,Morigaon,4061.0
59,Nagaon,13224.0
60,Nalbari,3519.0
61,Sivasagar,18298.0
62,Sonitpur,11999.0
63,Tinsukia,28112.0
64,Udalguri,5335.0
65,Araria,5416.0
66,Arwal,56.0
67,Aurangabad,2334.0
68,Banka,2034.0
69,Begusarai,8847.0
70,Bhagalpur,12557.0
71,Bhojpur,2920.0
72,Buxar,1776.0
73,Darbhanga,6486.0
74,Gaya,6384.0
75,Gopalganj,3788.0
76,Jamui,1163.0
77,Jehanabad,1448.0
78,Kaimur,4368.0
79,Katihar,5740.0
80,Khagaria,1638.0
81,Kishanganj,3593.0
82,Lakhisarai,1356.0
83,Madhepura,3870.0
84,Madhubani,8289.0
85,Munger,3539.0
86,Muzaffarpur,10801.0
87,Nalanda,5900.0
88,Nawada,1130.0
89,Pashchim Champaran,3442.0
90,Patna,24636.0
91,Purba Champaran,3577.0
92,Purnia,10411.0
93,Rohtas,10115.0
94,Saharsa,3599.0
95,Samastipur,4746.0
96,Saran,6826.0
97,Sheikhpura,1141.0
98,Sheohar,361.0
99,Sitamarhi,2236.0
100,Siwan,2674.0
101,Supaul,5972.0
102,Vaishali,8498.0
103,Chandigarh,8966.0
104,Balod,11102.0
105,Baloda Bazar,24163.0
106,Balrampur,994.0
107,Bastar,5445.0
108,Bemetara,21415.0
109,Bijapur,346.0
110,Bilaspur,38126.0
111,Dantewada,4447.0
112,Dhamtari,13093.0
113,Durg,44559.0
114,Gariaband,1574.0
115,Janjgir-Champa,29451.0
116,Jashpur,3223.0
117,Kabeerdham,16801.0
118,Kondagaon,986.0
119,Korba,28994.0
120,Koriya,10405.0
121,Mahasamund,14960.0
122,Mungeli,12418.0
123,Narayanpur,321.0
124,Raigarh,36562.0
125,Raipur,49487.0
126,Rajnandgaon,29384.0
127,Sukma,519.0
128,Surajpur,8541.0
129,Surguja,5443.0
130,Uttar Bastar Kanker,5473.0
131,Dadra and Nagar Haveli,10262.0
132,Daman,3688.0
133,Diu,710.0
134,North Goa,27996.0
135,South Goa,20105.0
136,Ahmadabad,75135.0
137,Amreli,45531.0
138,Anand,30123.0
139,Aravalli,15611.0
140,Banas Kantha,40352.0
141,Bharuch,62191.0
142,Bhavnagar,48614.0
143,Botad,13095.0
144,Chhota Udaipur,13526.0
145,Dahod,14983.0
146,Devbhumi Dwarka,31521.0
147,Gandhinagar,34491.0
148,Gir Somnath,24915.0
149,Jamnagar,61411.0
150,Junagadh,50130.0
151,Kachchh,112098.0
152,Kheda,31948.0
153,Mahesana,46064.0
154,Mahisagar,7368.0
155,Morbi,39635.0
156,Narmada,8042.0
157,Navsari,18920.0
158,Panch Mahals,15802.0
159,Patan,20369.0
160,Porbandar,19335.0
161,Rajkot,70321.0
162,Sabar Kantha,24776.0
163,Surat,71624.0
164,Surendranagar,47614.0
165,Tapi,16320.0
166,The Dangs,1230.0
167,Vadodara,53592.0
168,Valsad,29197.0
169,Ambala,39101.0
170,Bhiwani,50485.0
171,Faridabad,38418.0
172,Fatehabad,39113.0
173,Gurgaon,46368.0
174,Hisar,56903.0
175,Jhajjar,31258.0
176,Jind,43582.0
177,Kaithal,39211.0
178,Karnal,51428.0
179,Kurukshetra,39898.0
180,Mahendragarh,25267.0
181,Mewat,15302.0
182,Palwal,18416.0
183,Panchkula,14594.0
184,Panipat,35423.0
185,Rewari,24413.0
186,Rohtak,27943.0
187,Sirsa,52433.0
188,Sonipat,45994.0
189,Yamunanagar,23827.0
190,Bilaspur,13784.0
191,Chamba,6166.0
192,Hamirpur,10464.0
193,Kangra,33871.0
194,Kinnaur,1979.0
195,Kinnaur,0.0
196,Kinnaur,0.0
197,Kullu,7963.0
198,Lahul & Spiti,138.0
199,Lahul & Spiti,0.0
200,Mandi,19111.0
201,Shimla,15390.0
202,Sirmaur,15245.0
203,Solan,29411.0
204,Una,16501.0
205,Anantnag,1628.0
206,Badgam,2757.0
207,Bandipore,138.0
208,Baramulla,4280.0
209,Doda,1880.0
210,Ganderbal,1198.0
211,Jammu,38243.0
212,Kargil,1286.0
213,Kathua,15947.0
214,Kishtwar,652.0
215,Kulgam,522.0
216,Kupwara,586.0
217,Leh (Ladakh),2294.0
218,Poonch,1576.0
219,Pulwama,2629.0
220,Rajouri,5981.0
221,Ramban,1160.0
222,Reasi,4703.0
223,Samba,13872.0
224,Shupiyan,488.0
225,Srinagar,9025.0
226,Udhampur,7005.0
227,Bokaro,25921.0
228,Chatra,1922.0
229,Deoghar,7994.0
230,Dhanbad,36745.0
231,Dumka,2276.0
232,Garhwa,1416.0
233,Giridih,6898.0
234,Godda,3718.0
235,Gumla,1007.0
