,NAME_2,Sum_of_Lights_1999
0,Nicobar Islands,601.0
1,North and Middle Andaman,1225.0
2,South Andaman,2998.0
3,Anantapur,102308.0
4,Chittoor,106205.0
5,East Godavari,64469.0
6,Guntur,77004.0
7,Krishna,68860.0
8,Kurnool,86216.0
9,Nellore,74213.0
10,Prakasam,64193.0
11,Srikakulam,31712.0
12,Visakhapatnam,43243.0
13,Vizianagaram,25584.0
14,West Godavari,50393.0
15,Y.S.R.,61641.0
16,Anjaw,0.0
17,Anjaw,0.0
18,Changlang,3438.0
19,Dibang Valley,0.0
20,East Kameng,100.0
21,East Siang,70.0
22,East Siang,311.0
23,Kurung Kumey,0.0
24,Lohit,194.0
25,Lohit,0.0
26,Longding,0.0
27,Lower Dibang Valley,70.0
28,Lower Dibang Valley,0.0
29,Lower Subansiri,662.0
30,Namsai,607.0
31,Papum Pare,2957.0
32,Tawang,153.0
33,Tirap,42.0
34,Upper Siang,48.0
35,Upper Subansiri,0.0
36,West Kameng,766.0
37,West Siang,124.0
38,Baksa,1353.0
39,Barpeta,3481.0
40,Bongaigaon,3009.0
41,Cachar,9694.0
42,Chirang,3013.0
43,Darrang,3389.0
44,Dhemaji,222.0
45,Dhubri,2633.0
46,Dibrugarh,35378.0
47,Dima Hasao,3213.0
48,Goalpara,5512.0
49,Golaghat,12617.0
50,Hailakandi,3468.0
51,Jorhat,7592.0
52,Kamrup,11739.0
53,Kamrup Metropolitan,11626.0
54,Karbi Anglong,5364.0
55,Karimganj,5703.0
56,Kokrajhar,4687.0
57,Lakhimpur,1474.0
58,Morigaon,3132.0
59,Nagaon,10755.0
60,Nalbari,2694.0
61,Sivasagar,18786.0
62,Sonitpur,9178.0
63,Tinsukia,16811.0
64,Udalguri,4377.0
65,Araria,1670.0
66,Arwal,64.0
67,Aurangabad,1945.0
68,Banka,989.0
69,Begusarai,6935.0
70,Bhagalpur,8333.0
71,Bhojpur,1806.0
72,Buxar,1571.0
73,Darbhanga,4175.0
74,Gaya,4578.0
75,Gopalganj,2368.0
76,Jamui,1194.0
77,Jehanabad,679.0
78,Kaimur,4146.0
79,Katihar,3010.0
80,Khagaria,1609.0
81,Kishanganj,1467.0
82,Lakhisarai,1183.0
83,Madhepura,1584.0
84,Madhubani,2983.0
85,Munger,3928.0
86,Muzaffarpur,6897.0
87,Nalanda,4583.0
88,Nawada,1653.0
89,Pashchim Champaran,2604.0
90,Patna,17935.0
91,Purba Champaran,3113.0
92,Purnia,4776.0
93,Rohtas,5725.0
94,Saharsa,1503.0
95,Samastipur,3359.0
96,Saran,3913.0
97,Sheikhpura,916.0
98,Sheohar,110.0
99,Sitamarhi,1866.0
100,Siwan,1803.0
101,Supaul,1589.0
102,Vaishali,4456.0
103,Chandigarh,9097.0
104,Balod,4971.0
105,Baloda Bazar,7253.0
106,Balrampur,100.0
107,Bastar,2624.0
108,Bemetara,2786.0
109,Bijapur,100.0
110,Bilaspur,11953.0
111,Dantewada,3209.0
112,Dhamtari,5276.0
113,Durg,27593.0
114,Gariaband,480.0
115,Janjgir-Champa,7295.0
116,Jashpur,1097.0
117,Kabeerdham,1546.0
118,Kondagaon,679.0
119,Korba,17699.0
120,Koriya,6100.0
121,Mahasamund,3258.0
122,Mungeli,1224.0
123,Narayanpur,258.0
124,Raigarh,9206.0
125,Raipur,26144.0
126,Rajnandgaon,8497.0
127,Sukma,296.0
128,Surajpur,3327.0
129,Surguja,2051.0
130,Uttar Bastar Kanker,1699.0
131,Dadra and Nagar Haveli,5173.0
132,Daman,2662.0
133,Diu,582.0
134,North Goa,19814.0
135,South Goa,13560.0
136,Ahmadabad,72673.0
137,Amreli,56757.0
138,Anand,29524.0
139,Aravalli,18134.0
140,Banas Kantha,57227.0
141,Bharuch,83205.0
142,Bhavnagar,58191.0
143,Botad,13963.0
144,Chhota Udaipur,13239.0
145,Dahod,11652.0
146,Devbhumi Dwarka,30021.0
147,Gandhinagar,34062.0
148,Gir Somnath,26522.0
149,Jamnagar,58444.0
150,Junagadh,68692.0
151,Kachchh,67840.0
152,Kheda,33720.0
153,Mahesana,53846.0
154,Mahisagar,8002.0
155,Morbi,39507.0
156,Narmada,8661.0
157,Navsari,19606.0
158,Panch Mahals,17090.0
159,Patan,28517.0
160,Porbandar,21960.0
161,Rajkot,79453.0
162,Sabar Kantha,28242.0
163,Surat,72638.0
164,Surendranagar,51769.0
165,Tapi,15240.0
166,The Dangs,1190.0
167,Vadodara,52929.0
168,Valsad,24800.0
169,Ambala,32473.0
170,Bhiwani,45540.0
171,Faridabad,28290.0
172,Fatehabad,31079.0
173,Gurgaon,31303.0
174,Hisar,47776.0
175,Jhajjar,22191.0
176,Jind,30465.0
177,Kaithal,30350.0
178,Karnal,44966.0
179,Kurukshetra,35213.0
180,Mahendragarh,19162.0
181,Mewat,10489.0
182,Palwal,11762.0
183,Panchkula,10452.0
184,Panipat,26674.0
185,Rewari,17872.0
186,Rohtak,20089.0
187,Sirsa,41607.0
188,Sonipat,31870.0
189,Yamunanagar,20220.0
190,Bilaspur,9539.0
191,Chamba,2731.0
192,Hamirpur,7753.0
193,Kangra,19853.0
194,Kinnaur,1525.0
195,Kinnaur,0.0
196,Kinnaur,0.0
197,Kullu,4863.0
198,Lahul & Spiti,0.0
199,Lahul & Spiti,0.0
200,Mandi,9756.0
201,Shimla,10532.0
202,Sirmaur,7788.0
203,Solan,18389.0
204,Una,10220.0
205,Anantnag,136.0
206,Badgam,1073.0
207,Bandipore,0.0
208,Baramulla,625.0
209,Doda,806.0
210,Ganderbal,116.0
211,Jammu,28093.0
212,Kargil,72.0
213,Kathua,10834.0
214,Kishtwar,1652.0
215,Kulgam,0.0
216,Kupwara,0.0
217,Leh (Ladakh),867.0
218,Poonch,443.0
219,Pulwama,740.0
220,Rajouri,2440.0
221,Ramban,374.0
222,Reasi,3222.0
223,Samba,8416.0
224,Shupiyan,12.0
225,Srinagar,4403.0
226,Udhampur,5180.0
227,Bokaro,22306.0
228,Chatra,1435.0
229,Deoghar,3993.0
230,Dhanbad,30962.0
231,Dumka,1187.0
232,Garhwa,790.0
233,Giridih,3587.0
234,Godda,2502.0
235,Gumla,406.0
236,Hazaribagh,7061.0
237,Jamtara,2407.0
238,Khunti,705.0
239,Kodarma,1398.0
240,Latehar,275.0
241,Lohardaga,516.0
242,Pakur,1077.0
243,Palamu,1409.0
244,Pashchimi Singhbhum,5000.0
245,Purbi Singhbhum,15641.0
246,Ramgarh,12807.0
247,Ranchi,13357.0
248,Sahibganj,916.0
249,Saraikela-kharsawan,7681.0
250,Simdega,478.0
251,Bagalkot,37622.0
252,Bangalore,71475.0
253,Bangalore Rural,26645.0
254,Belgaum,89258.0
255,Bellary,45087.0
256,Bidar,35380.0
257,Bijapur,46428.0
258,Chamrajnagar,16964.0
259,Chikballapura,29123.0
260,Chikmagalur,18922.0
261,Chitradurga,32347.0
262,Dakshina Kannada,27381.0
263,Davanagere,31729.0
264,Dharwad,25853.0
265,Gadag,15863.0
266,Gulbarga,63203.0
267,Hassan,31061.0
268,Haveri,27201.0
269,Kodagu,8523.0
270,Kolar,33345.0
271,Koppal,29544.0
272,Mandya,35190.0
273,Mysore,35290.0
274,Raichur,40128.0
275,Ramanagara,25823.0
276,Shimoga,14269.0
277,Tumkur,60319.0
278,Udupi,15210.0
279,Uttara Kannada,18852.0
280,Yadgir,23816.0
281,Alappuzha,18345.0
282,Ernakulam,39575.0
283,Idukki,15242.0
284,Kannur,19991.0
285,Kasaragod,10739.0
286,Kollam,23578.0
287,Kottayam,19844.0
288,Kozhikode,18195.0
289,Malappuram,18362.0
290,Palakkad,27676.0
291,Pathanamthitta,13141.0
292,Thiruvananthapuram,26235.0
293,Thrissur,27752.0
294,Wayanad,8020.0
295,Lakshadweep,147.0
296,Agar Malwa,14816.0
297,Alirajpur,4504.0
298,Anuppur,8321.0
299,Ashoknagar,5494.0
300,Balaghat,12969.0
301,Barwani,21189.0
302,Betul,16246.0
303,Bhind,15247.0
304,Bhopal,29950.0
305,Burhanpur,11052.0
306,Chhatarpur,23514.0
307,Chhindwara,30422.0
308,Damoh,16444.0
309,Datia,12669.0
310,Dewas,38175.0
311,Dhar,49004.0
312,Dindori,693.0
313,East Nimar,21616.0
314,Guna,23847.0
315,Gwalior,25725.0
316,Harda,14329.0
317,Hoshangabad,25621.0
318,Indore,50174.0
319,Jabalpur,32410.0
320,Jhabua,11400.0
321,Katni,19745.0
322,Mandla,5139.0
323,Mandsaur,37395.0
324,Morena,14499.0
325,Narsimhapur,32800.0
326,Neemuch,22699.0
327,Panna,7081.0
328,Raisen,22126.0
329,Rajgarh,38377.0
330,Ratlam,32042.0
331,Rewa,21333.0
332,Sagar,32424.0
333,Satna,30579.0
334,Sehore,26163.0
335,Seoni,8656.0
336,Shahdol,9754.0
337,Shajapur,26742.0
338,Sheopur,4911.0
339,Shivpuri,15515.0
340,Sidhi,6893.0
341,Singrauli,15522.0
342,Tikamgarh,21494.0
343,Ujjain,49799.0
344,Umaria,2985.0
345,Vidisha,10164.0
346,West Nimar,38657.0
347,Ahmadnagar,124058.0
348,Akola,38358.0
349,Amravati,61703.0
350,Aurangabad,73749.0
351,Bhandara,22018.0
352,Bid,61260.0
353,Buldana,53703.0
354,Chandrapur,46677.0
355,Dhule,37049.0
356,Garhchiroli,9582.0
357,Gondiya,12613.0
358,Hingoli,22353.0
359,Jalgaon,84008.0
360,Jalna,36286.0
361,Kolhapur,62246.0
362,Latur,47113.0
363,Mumbai City,5204.0
364,Mumbai Suburban,28146.0
365,Nagpur,74499.0
366,Nanded,54001.0
367,Nandurbar,25496.0
368,Nashik,132232.0
369,Osmanabad,44575.0
370,Palghar,41784.0
371,Parbhani,35156.0
372,Pune,182776.0
373,Raigarh,72829.0
374,Ratnagiri,33654.0
375,Sangli,69650.0
376,Satara,79989.0
377,Sindhudurg,18212.0
378,Solapur,110443.0
379,Thane,66538.0
380,Wardha,28720.0
381,Washim,26939.0
382,Yavatmal,54426.0
383,Bishnupur,1207.0
384,Chandel,346.0
385,Churachandpur,839.0
386,Imphal East,3932.0
387,Imphal West,5592.0
388,Senapati,4195.0
