,NAME_2,Sum_of_Lights_1993
0,Nicobar Islands,420.0
1,North and Middle Andaman,1006.0
2,South Andaman,2537.0
3,Anantapur,53475.0
4,Chittoor,70186.0
5,East Godavari,44406.0
6,Guntur,56540.0
7,Krishna,53145.0
8,Kurnool,43346.0
9,Nellore,53808.0
10,Prakasam,44304.0
11,Srikakulam,22295.0
12,Visakhapatnam,34678.0
13,Vizianagaram,19432.0
14,West Godavari,35409.0
15,Y.S.R.,42795.0
16,Anjaw,0.0
17,Anjaw,0.0
18,Changlang,2916.0
19,Dibang Valley,0.0
20,East Kameng,0.0
21,East Siang,16.0
22,East Siang,0.0
23,Kurung Kumey,0.0
24,Lohit,67.0
25,Lohit,0.0
26,Longding,4.0
27,Lower Dibang Valley,0.0
28,Lower Dibang Valley,0.0
29,Lower Subansiri,16.0
30,Namsai,601.0
31,Papum Pare,681.0
32,Tawang,0.0
33,Tirap,296.0
34,Upper Siang,0.0
35,Upper Subansiri,0.0
36,West Kameng,123.0
37,West Siang,0.0
38,Baksa,631.0
39,Barpeta,1903.0
40,Bongaigaon,1056.0
41,Cachar,6127.0
42,Chirang,2063.0
43,Darrang,1433.0
44,Dhemaji,40.0
45,Dhubri,1049.0
46,Dibrugarh,33556.0
47,Dima Hasao,1662.0
48,Goalpara,2563.0
49,Golaghat,5120.0
50,Hailakandi,2235.0
51,Jorhat,5296.0
52,Kamrup,7662.0
53,Kamrup Metropolitan,8215.0
54,Karbi Anglong,3220.0
55,Karimganj,2717.0
56,Kokrajhar,1795.0
57,Lakhimpur,408.0
58,Morigaon,1760.0
59,Nagaon,7010.0
60,Nalbari,2407.0
61,Sivasagar,30554.0
62,Sonitpur,3551.0
63,Tinsukia,16169.0
64,Udalguri,1614.0
65,Araria,691.0
66,Arwal,0.0
67,Aurangabad,1760.0
68,Banka,404.0
69,Begusarai,6380.0
70,Bhagalpur,7255.0
71,Bhojpur,804.0
72,Buxar,1353.0
73,Darbhanga,1494.0
74,Gaya,5084.0
75,Gopalganj,1563.0
76,Jamui,480.0
77,Jehanabad,341.0
78,Kaimur,4163.0
79,Katihar,1560.0
80,Khagaria,658.0
81,Kishanganj,567.0
82,Lakhisarai,900.0
83,Madhepura,540.0
84,Madhubani,1173.0
85,Munger,1949.0
86,Muzaffarpur,5768.0
87,Nalanda,1963.0
88,Nawada,1528.0
89,Pashchim Champaran,1859.0
90,Patna,16942.0
91,Purba Champaran,1437.0
92,Purnia,2348.0
93,Rohtas,4510.0
94,Saharsa,593.0
95,Samastipur,2905.0
96,Saran,3167.0
97,Sheikhpura,393.0
98,Sheohar,64.0
99,Sitamarhi,1016.0
100,Siwan,1112.0
101,Supaul,1358.0
102,Vaishali,4810.0
103,Chandigarh,8405.0
104,Balod,4118.0
105,Baloda Bazar,5242.0
106,Balrampur,214.0
107,Bastar,1720.0
108,Bemetara,1423.0
109,Bijapur,129.0
110,Bilaspur,8772.0
111,Dantewada,2284.0
112,Dhamtari,4849.0
113,Durg,21213.0
114,Gariaband,636.0
115,Janjgir-Champa,5386.0
116,Jashpur,588.0
117,Kabeerdham,879.0
118,Kondagaon,611.0
119,Korba,12327.0
120,Koriya,4652.0
121,Mahasamund,2551.0
122,Mungeli,1091.0
123,Narayanpur,206.0
124,Raigarh,5046.0
125,Raipur,17409.0
126,Rajnandgaon,5667.0
127,Sukma,281.0
128,Surajpur,2161.0
129,Surguja,1547.0
130,Uttar Bastar Kanker,1409.0
131,Dadra and Nagar Haveli,1748.0
132,Daman,1280.0
133,Diu,349.0
134,North Goa,13566.0
135,South Goa,9563.0
136,Ahmadabad,53630.0
137,Amreli,36223.0
138,Anand,21500.0
139,Aravalli,12622.0
140,Banas Kantha,38780.0
141,Bharuch,46311.0
142,Bhavnagar,35590.0
143,Botad,8742.0
144,Chhota Udaipur,9538.0
145,Dahod,4494.0
146,Devbhumi Dwarka,12542.0
147,Gandhinagar,25593.0
148,Gir Somnath,15389.0
149,Jamnagar,25270.0
150,Junagadh,41753.0
151,Kachchh,35101.0
152,Kheda,24658.0
153,Mahesana,44393.0
154,Mahisagar,3089.0
155,Morbi,22345.0
156,Narmada,5296.0
157,Navsari,14207.0
158,Panch Mahals,11901.0
159,Patan,17358.0
160,Porbandar,13351.0
161,Rajkot,48569.0
162,Sabar Kantha,20323.0
163,Surat,47602.0
164,Surendranagar,26931.0
165,Tapi,10054.0
166,The Dangs,647.0
167,Vadodara,42098.0
168,Valsad,17470.0
169,Ambala,21562.0
170,Bhiwani,31406.0
171,Faridabad,22946.0
172,Fatehabad,22565.0
173,Gurgaon,21195.0
174,Hisar,34178.0
175,Jhajjar,15357.0
176,Jind,23251.0
177,Kaithal,23174.0
178,Karnal,32627.0
179,Kurukshetra,24404.0
180,Mahendragarh,14994.0
181,Mewat,7770.0
182,Palwal,9648.0
183,Panchkula,7412.0
184,Panipat,16561.0
185,Rewari,12075.0
186,Rohtak,13508.0
187,Sirsa,32756.0
188,Sonipat,20040.0
189,Yamunanagar,14172.0
190,Bilaspur,4464.0
191,Chamba,1374.0
192,Hamirpur,2072.0
193,Kangra,6573.0
194,Kinnaur,32.0
195,Kinnaur,0.0
196,Kinnaur,0.0
197,Kullu,966.0
198,Lahul & Spiti,0.0
199,Lahul & Spiti,0.0
200,Mandi,3369.0
201,Shimla,1881.0
202,Sirmaur,2421.0
203,Solan,6338.0
204,Una,3624.0
205,Anantnag,118.0
206,Badgam,693.0
207,Bandipore,0.0
208,Baramulla,1741.0
209,Doda,339.0
210,Ganderbal,41.0
211,Jammu,20984.0
212,Kargil,0.0
213,Kathua,7622.0
214,Kishtwar,1727.0
215,Kulgam,0.0
216,Kupwara,0.0
217,Leh (Ladakh),393.0
218,Poonch,190.0
219,Pulwama,263.0
220,Rajouri,949.0
221,Ramban,62.0
222,Reasi,2274.0
223,Samba,5653.0
224,Shupiyan,4.0
225,Srinagar,3010.0
226,Udhampur,3124.0
227,Bokaro,22196.0
228,Chatra,740.0
229,Deoghar,2166.0
230,Dhanbad,32098.0
231,Dumka,669.0
232,Garhwa,679.0
233,Giridih,3349.0
234,Godda,2488.0
235,Gumla,201.0
236,Hazaribagh,5673.0
237,Jamtara,2282.0
238,Khunti,444.0
239,Kodarma,1131.0
240,Latehar,264.0
241,Lohardaga,269.0
242,Pakur,618.0
243,Palamu,789.0
244,Pashchimi Singhbhum,3998.0
245,Purbi Singhbhum,12871.0
246,Ramgarh,12466.0
247,Ranchi,9071.0
