,NAME_2,Sum_of_Lights_1994
0,Nicobar Islands,464.0
1,North and Middle Andaman,841.0
2,South Andaman,2512.0
3,Anantapur,47946.0
4,Chittoor,60455.0
5,East Godavari,43574.0
6,Guntur,50912.0
7,Krishna,49717.0
8,Kurnool,43666.0
9,Nellore,48005.0
10,Prakasam,43803.0
11,Srikakulam,25189.0
12,Visakhapatnam,36512.0
13,Vizianagaram,20435.0
14,West Godavari,35103.0
15,Y.S.R.,32551.0
16,Anjaw,0.0
17,Anjaw,0.0
18,Changlang,1487.0
19,Dibang Valley,0.0
20,East Kameng,0.0
21,East Siang,28.0
22,East Siang,36.0
23,Kurung Kumey,0.0
24,Lohit,0.0
25,Lohit,0.0
26,Longding,34.0
27,Lower Dibang Valley,0.0
28,Lower Dibang Valley,0.0
29,Lower Subansiri,103.0
30,Namsai,451.0
31,Papum Pare,1009.0
32,Tawang,39.0
33,Tirap,230.0
34,Upper Siang,0.0
35,Upper Subansiri,32.0
36,West Kameng,397.0
37,West Siang,40.0
38,Baksa,631.0
39,Barpeta,2293.0
40,Bongaigaon,1200.0
41,Cachar,5340.0
42,Chirang,1906.0
43,Darrang,1858.0
44,Dhemaji,94.0
45,Dhubri,1156.0
46,Dibrugarh,40240.0
47,Dima Hasao,1944.0
48,Goalpara,2940.0
49,Golaghat,4550.0
50,Hailakandi,1723.0
51,Jorhat,5449.0
52,Kamrup,8613.0
53,Kamrup Metropolitan,9016.0
54,Karbi Anglong,2915.0
55,Karimganj,2274.0
56,Kokrajhar,1942.0
57,Lakhimpur,577.0
58,Morigaon,2351.0
59,Nagaon,7982.0
60,Nalbari,2366.0
61,Sivasagar,28919.0
62,Sonitpur,4562.0
63,Tinsukia,16118.0
64,Udalguri,1753.0
65,Araria,736.0
66,Arwal,15.0
67,Aurangabad,1856.0
68,Banka,288.0
69,Begusarai,5668.0
70,Bhagalpur,6379.0
71,Bhojpur,835.0
72,Buxar,1169.0
73,Darbhanga,1501.0
74,Gaya,4610.0
75,Gopalganj,1317.0
76,Jamui,402.0
77,Jehanabad,407.0
78,Kaimur,3841.0
79,Katihar,1433.0
80,Khagaria,450.0
81,Kishanganj,815.0
82,Lakhisarai,943.0
83,Madhepura,426.0
84,Madhubani,1580.0
85,Munger,1497.0
86,Muzaffarpur,5686.0
87,Nalanda,1732.0
88,Nawada,1492.0
89,Pashchim Champaran,1645.0
90,Patna,15726.0
91,Purba Champaran,2537.0
92,Purnia,1742.0
93,Rohtas,3888.0
94,Saharsa,375.0
95,Samastipur,2683.0
96,Saran,2604.0
97,Sheikhpura,208.0
98,Sheohar,50.0
99,Sitamarhi,1271.0
100,Siwan,975.0
101,Supaul,1642.0
102,Vaishali,4210.0
103,Chandigarh,8394.0
104,Balod,4649.0
105,Baloda Bazar,8667.0
106,Balrampur,325.0
107,Bastar,2072.0
108,Bemetara,3019.0
109,Bijapur,227.0
110,Bilaspur,12025.0
111,Dantewada,2448.0
112,Dhamtari,6220.0
113,Durg,24065.0
114,Gariaband,634.0
115,Janjgir-Champa,9139.0
116,Jashpur,732.0
117,Kabeerdham,1391.0
118,Kondagaon,508.0
119,Korba,14025.0
120,Koriya,5176.0
121,Mahasamund,3508.0
122,Mungeli,2274.0
