,NAME_2,Sum_of_Lights_2005
0,Nicobar Islands,360.0
1,North and Middle Andaman,1815.0
2,South Andaman,4066.0
3,Anantapur,109312.0
4,Chittoor,101683.0
5,East Godavari,77490.0
6,Guntur,98504.0
7,Krishna,84804.0
8,Kurnool,77757.0
9,Nellore,86008.0
10,Prakasam,80571.0
11,Srikakulam,31296.0
12,Visakhapatnam,52839.0
13,Vizianagaram,26373.0
14,West Godavari,63752.0
15,Y.S.R.,71686.0
16,Anjaw,0.0
17,Anjaw,21.0
18,Changlang,2858.0
19,Dibang Valley,0.0
20,East Kameng,12.0
21,East Siang,65.0
22,East Siang,144.0
23,Kurung Kumey,0.0
24,Lohit,218.0
25,Lohit,0.0
26,Longding,0.0
27,Lower Dibang Valley,81.0
28,Lower Dibang Valley,0.0
29,Lower Subansiri,735.0
30,Namsai,1009.0
31,Papum Pare,2645.0
32,Tawang,121.0
33,Tirap,192.0
34,Upper Siang,0.0
35,Upper Subansiri,61.0
36,West Kameng,585.0
37,West Siang,92.0
38,Baksa,1768.0
39,Barpeta,3385.0
40,Bongaigaon,2699.0
41,Cachar,6438.0
42,Chirang,3458.0
43,Darrang,3879.0
44,Dhemaji,819.0
45,Dhubri,2756.0
46,Dibrugarh,45504.0
47,Dima Hasao,2137.0
48,Goalpara,2840.0
49,Golaghat,14724.0
50,Hailakandi,2073.0
51,Jorhat,8289.0
52,Kamrup,12253.0
53,Kamrup Metropolitan,13985.0
54,Karbi Anglong,5651.0
55,Karimganj,2257.0
56,Kokrajhar,5374.0
57,Lakhimpur,1229.0
58,Morigaon,2774.0
59,Nagaon,10444.0
60,Nalbari,2911.0
61,Sivasagar,22848.0
62,Sonitpur,9280.0
63,Tinsukia,25071.0
64,Udalguri,3796.0
65,Araria,2021.0
66,Arwal,72.0
67,Aurangabad,3130.0
68,Banka,1697.0
69,Begusarai,9743.0
70,Bhagalpur,12091.0
71,Bhojpur,2811.0
72,Buxar,1969.0
73,Darbhanga,5351.0
74,Gaya,7534.0
75,Gopalganj,5749.0
76,Jamui,1102.0
77,Jehanabad,1186.0
78,Kaimur,6024.0
79,Katihar,4578.0
80,Khagaria,1930.0
81,Kishanganj,1982.0
82,Lakhisarai,1471.0
83,Madhepura,2412.0
84,Madhubani,5113.0
85,Munger,4447.0
86,Muzaffarpur,11635.0
87,Nalanda,4438.0
88,Nawada,1080.0
89,Pashchim Champaran,3649.0
90,Patna,21702.0
91,Purba Champaran,6482.0
92,Purnia,7090.0
93,Rohtas,10417.0
94,Saharsa,2083.0
95,Samastipur,5839.0
96,Saran,7279.0
97,Sheikhpura,647.0
98,Sheohar,350.0
99,Sitamarhi,2502.0
100,Siwan,4274.0
101,Supaul,2216.0
102,Vaishali,8694.0
103,Chandigarh,9075.0
104,Balod,9990.0
105,Baloda Bazar,19055.0
106,Balrampur,639.0
107,Bastar,4527.0
108,Bemetara,16657.0
109,Bijapur,522.0
