,NAME_2,Sum_of_Lights_2017
0,Nicobar Islands,3635.0
1,North and Middle Andaman,12337.0
2,South Andaman,8809.0
3,Anantapur,180271.0
4,Chittoor,167317.0
5,East Godavari,129293.0
6,Guntur,147633.0
7,Krishna,112295.0
8,Kurnool,165353.0
9,Nellore,145419.0
10,Prakasam,169036.0
11,Srikakulam,64044.0
12,Visakhapatnam,139604.0
13,Vizianagaram,57570.0
14,West Godavari,85482.0
15,Y.S.R.,139708.0
16,Anjaw,1842.0
17,Anjaw,5555.0
18,Changlang,17119.0
19,Dibang Valley,20188.0
20,East Kameng,8706.0
21,East Siang,6569.0
22,East Siang,8035.0
23,Kurung Kumey,13311.0
24,Lohit,9927.0
25,Lohit,0.0
26,Longding,5083.0
27,Lower Dibang Valley,6292.0
28,Lower Dibang Valley,1498.0
29,Lower Subansiri,14336.0
30,Namsai,4250.0
31,Papum Pare,22698.0
32,Tawang,6394.0
33,Tirap,9252.0
34,Upper Siang,10341.0
35,Upper Subansiri,16757.0
36,West Kameng,23372.0
37,West Siang,16205.0
38,Baksa,23188.0
39,Barpeta,22038.0
40,Bongaigaon,12425.0
41,Cachar,32512.0
42,Chirang,14363.0
43,Darrang,18033.0
44,Dhemaji,20156.0
45,Dhubri,29514.0
46,Dibrugarh,65809.0
47,Dima Hasao,24930.0
48,Goalpara,23905.0
49,Golaghat,46170.0
50,Hailakandi,12213.0
51,Jorhat,29354.0
52,Kamrup,41437.0
53,Kamrup Metropolitan,19847.0
54,Karbi Anglong,63635.0
55,Karimganj,19360.0
56,Kokrajhar,30458.0
57,Lakhimpur,27479.0
58,Morigaon,16763.0
59,Nagaon,47181.0
60,Nalbari,10670.0
61,Sivasagar,46901.0
62,Sonitpur,55277.0
63,Tinsukia,64055.0
64,Udalguri,23069.0
65,Araria,37774.0
66,Arwal,10734.0
67,Aurangabad,51789.0
68,Banka,36614.0
69,Begusarai,36351.0
70,Bhagalpur,43871.0
71,Bhojpur,40109.0
72,Buxar,24092.0
73,Darbhanga,34640.0
74,Gaya,80556.0
75,Gopalganj,36173.0
76,Jamui,33632.0
77,Jehanabad,18826.0
78,Kaimur,39883.0
79,Katihar,36582.0
80,Khagaria,18332.0
81,Kishanganj,24241.0
82,Lakhisarai,17453.0
83,Madhepura,31664.0
84,Madhubani,46891.0
85,Munger,20973.0
86,Muzaffarpur,57602.0
87,Nalanda,51133.0
88,Nawada,35028.0
89,Pashchim Champaran,64197.0
90,Patna,84267.0
91,Purba Champaran,53895.0
92,Purnia,43336.0
93,Rohtas,57430.0
94,Saharsa,27516.0
95,Samastipur,43991.0
96,Saran,48218.0
97,Sheikhpura,9956.0
98,Sheohar,8954.0
99,Sitamarhi,26948.0
100,Siwan,33543.0
101,Supaul,34540.0
102,Vaishali,39132.0
103,Chandigarh,9415.0
104,Balod,27265.0
105,Baloda Bazar,67114.0
106,Balrampur,58771.0
107,Bastar,54818.0
108,Bemetara,39099.0
109,Bijapur,63932.0
110,Bilaspur,98299.0
111,Dantewada,29289.0
112,Dhamtari,39999.0
113,Durg,58405.0
114,Gariaband,36794.0
115,Janjgir-Champa,67481.0
116,Jashpur,55468.0
117,Kabeerdham,55181.0
118,Kondagaon,42585.0
119,Korba,96804.0
120,Koriya,67810.0
121,Mahasamund,58002.0
122,Mungeli,42304.0
123,Narayanpur,27875.0
124,Raigarh,103519.0
125,Raipur,81456.0
126,Rajnandgaon,85973.0
127,Sukma,33519.0
128,Surajpur,58929.0
129,Surguja,44033.0
130,Uttar Bastar Kanker,62209.0
131,Dadra and Nagar Haveli,16161.0
132,Daman,3839.0
133,Diu,842.0
134,North Goa,35556.0
135,South Goa,28892.0
136,Ahmadabad,140608.0
137,Amreli,83144.0
138,Anand,48735.0
139,Aravalli,37034.0
140,Banas Kantha,124131.0
141,Bharuch,102875.0
142,Bhavnagar,86942.0
143,Botad,18985.0
144,Chhota Udaipur,39630.0
145,Dahod,47301.0
146,Devbhumi Dwarka,62461.0
147,Gandhinagar,51637.0
148,Gir Somnath,31487.0
149,Jamnagar,103534.0
150,Junagadh,80037.0
151,Kachchh,311317.0
