District,1992_GDDP_Predicted,1993_GDDP_Predicted,1994_GDDP_Predicted,1995_GDDP_Predicted,1996_GDDP_Predicted,1997_GDDP_Predicted,1998_GDDP_Predicted,1999_GDDP_Predicted,2000_GDDP_Predicted,2001_GDDP_Predicted,2002_GDDP_Predicted,2003_GDDP_Predicted,2004_GDDP_Predicted,2005_GDDP_Predicted,2006_GDDP_Predicted,2007_GDDP_Predicted,2008_GDDP_Predicted,2009_GDDP_Predicted,2010_GDDP_Predicted,2011_GDDP_Predicted,2012_GDDP_Predicted,2013_GDDP_Predicted,2014_GDDP_Predicted,2015_GDDP_Predicted,2016_GDDP_Predicted,2017_GDDP_Predicted,2018_GDDP_Predicted,2019_GDDP_Predicted,2020_GDDP_Predicted,2021_GDDP_Predicted,2022_GDDP_Predicted
Dakshin Dinajpur,131261.79494679812,145906.93815578273,145906.93815578273,145906.93815578273,219108.66102344904,166178.91669325964,145906.93815578273,166178.91669325964,158142.77977658552,145906.93815578273,219108.66102344904,158142.77977658552,219108.66102344904,241654.61288758856,439986.4724469204,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,323933.4020422347,339492.6966680354,368006.2478726287,420187.16814314673,368006.2478726287,403463.41739346687,403463.41739346687,403463.41739346687,403463.41739346687,453917.34768034617,557032.2955830402
Thiruvananthapuram,368006.2478726287,368006.2478726287,376760.9866539024,368006.2478726287,368006.2478726287,376760.9866539024,368006.2478726287,403463.41739346687,610668.5293101891,557032.2955830402,557032.2955830402,453917.34768034617,572596.051406564,557032.2955830402,557032.2955830402,739631.1111701375,893806.1187714688,572596.051406564,739631.1111701375,572596.051406564,602834.3978104709,827156.0413915196,403463.41739346687,403463.41739346687,509911.1493101894,557032.2955830402,521691.8432132527,567609.2008423703,567609.2008423703,565378.0035950973,623394.1083949166
Kolkata,439986.4724469204,439986.4724469204,439986.4724469204,439986.4724469204,439986.4724469204,439986.4724469204,439986.4724469204,439986.4724469204,439986.4724469204,439986.4724469204,439986.4724469204,439986.4724469204,628461.4966494291,439986.4724469204,439986.4724469204,439986.4724469204,1453422.3671878902,2287934.8626584844,2287934.8626584844,439986.4724469204,2860154.3786393027,2860154.3786393027,2860154.3786393027,2860154.3786393027,2860154.3786393027,439986.4724469204,439986.4724469204,2860154.3786393027,2860154.3786393027,2860154.3786393027,2860154.3786393027
Gajapati,71523.38804808594,71523.38804808594,84207.14707555683,91372.68775484338,91372.68775484338,84207.14707555683,91372.68775484338,84207.14707555683,105783.49409003084,105783.49409003084,131261.79494679812,84207.14707555683,145906.93815578273,91372.68775484338,105783.49409003084,105783.49409003084,105783.49409003084,145906.93815578273,105783.49409003084,105783.49409003084,158142.77977658552,145906.93815578273,367193.56684797263,403463.41739346687,368006.2478726287,557032.2955830402,557032.2955830402,557032.2955830402,403463.41739346687,627153.9121048021,453917.34768034617
Gonda,241654.61288758856,241654.61288758856,439986.4724469204,374574.98399223364,241654.61288758856,439986.4724469204,241654.61288758856,241654.61288758856,241654.61288758856,374574.98399223364,241654.61288758856,304204.9027872174,241654.61288758856,241654.61288758856,241654.61288758856,376760.9866539024,339492.6966680354,323933.4020422347,339492.6966680354,323933.4020422347,241654.61288758856,403741.98297757463,560202.6217769155,595188.5401727818,623394.1083949166,910492.7646623688,910492.7646623688,906813.949993926,910492.7646623688,910492.7646623688,885678.8748888618
Umaria,84207.14707555683,84207.14707555683,105783.49409003084,145906.93815578273,131261.79494679812,105783.49409003084,140071.73411742813,145906.93815578273,145906.93815578273,105783.49409003084,131261.79494679812,91372.68775484338,131261.79494679812,105783.49409003084,131261.79494679812,166178.91669325964,158142.77977658552,145906.93815578273,158142.77977658552,158142.77977658552,158142.77977658552,219108.66102344904,403463.41739346687,453917.34768034617,403463.41739346687,572596.051406564,739631.1111701375,539084.2905274781,557032.2955830402,557032.2955830402,539084.2905274781
Shahjahanpur,241654.61288758856,439986.4724469204,241654.61288758856,241654.61288758856,267748.7609663321,233709.96247287688,403741.98297757463,241654.61288758856,241654.61288758856,403741.98297757463,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,339492.6966680354,349081.87015022634,374574.98399223364,367193.56684797263,339492.6966680354,323933.4020422347,374574.98399223364,623394.1083949166,641508.2045567842,637020.4449788313,885678.8748888618,1038023.6686553545,885721.8435315539,844032.1770527735,926095.2569868355,1008720.4888534133
West Siang,39303.80468026484,46223.00523726887,39303.80468026484,39303.80468026484,39303.80468026484,39303.80468026484,39303.80468026484,39303.80468026484,39303.80468026484,39303.80468026484,39303.80468026484,39303.80468026484,39303.80468026484,39303.80468026484,39303.80468026484,39303.80468026484,39303.80468026484,39303.80468026484,40643.74304635062,39303.80468026484,64778.348599312056,61500.507499168925,304204.9027872174,241654.61288758856,166178.91669325964,323933.4020422347,368006.2478726287,241654.61288758856,213401.86512803702,241654.61288758856,241654.61288758856
Udupi,219108.66102344904,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,323933.4020422347,323933.4020422347,349081.87015022634,323933.4020422347,339492.6966680354,323933.4020422347,339492.6966680354,349081.87015022634,323933.4020422347,349081.87015022634,349081.87015022634,368006.2478726287,394905.39061809675,414420.19472445734,403463.41739346687,403463.41739346687,368006.2478726287,403463.41739346687,368006.2478726287,557032.2955830402,557032.2955830402,557032.2955830402,453917.34768034617,557032.2955830402,572596.051406564
Ratnagiri,241654.61288758856,329191.9243035931,374574.98399223364,368006.2478726287,376760.9866539024,368006.2478726287,539084.2905274781,557032.2955830402,539084.2905274781,574199.359670936,572596.051406564,453917.34768034617,539084.2905274781,563868.6428051387,420187.16814314673,557032.2955830402,557032.2955830402,557032.2955830402,557032.2955830402,572596.051406564,595188.5401727818,575847.0456870422,567609.2008423703,690539.2991887387,567609.2008423703,906813.949993926,869554.8065328378,921153.6636725385,641508.2045567842,637020.4449788313,816862.617857081
East Khasi Hills,145906.93815578273,166178.91669325964,219108.66102344904,304204.9027872174,219108.66102344904,219108.66102344904,213401.86512803702,241654.61288758856,327643.26339194115,213401.86512803702,241654.61288758856,219108.66102344904,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,509911.1493101894,487167.44180049124,464937.49856108427,557032.2955830402,557032.2955830402,557032.2955830402,403463.41739346687,453917.34768034617,453917.34768034617
Alappuzha,374574.98399223364,329191.9243035931,329191.9243035931,339492.6966680354,323933.4020422347,323933.4020422347,323933.4020422347,339492.6966680354,376760.9866539024,349081.87015022634,394905.39061809675,349081.87015022634,368006.2478726287,376760.9866539024,396488.10516660294,394905.39061809675,349081.87015022634,376760.9866539024,376760.9866539024,349081.87015022634,368006.2478726287,394905.39061809675,374574.98399223364,323933.4020422347,374574.98399223364,323933.4020422347,339492.6966680354,368006.2478726287,376760.9866539024,497745.5011171107,403463.41739346687
Wardha,323933.4020422347,376760.9866539024,323933.4020422347,403463.41739346687,403463.41739346687,403463.41739346687,427036.1972800199,403463.41739346687,557032.2955830402,557032.2955830402,572596.051406564,493444.78031018935,557032.2955830402,403463.41739346687,368006.2478726287,557032.2955830402,557032.2955830402,403463.41739346687,403463.41739346687,539084.2905274781,567609.2008423703,560028.3941262603,855402.06538646,938583.3652837642,882798.850977985,884819.5967879831,1418473.2561553556,894665.2166731625,887049.9423136832,1284291.239407956,973445.6824819329
Amravati,557032.2955830402,565378.0035950973,539084.2905274781,641508.2045567842,614519.5812093051,690539.2991887387,882798.850977985,862231.2769874998,910492.7646623688,816862.617857081,840873.155357215,862231.2769874998,1022956.328292769,637020.4449788313,557032.2955830402,641508.2045567842,623394.1083949166,623394.1083949166,641508.2045567842,910492.7646623688,959090.0326358714,789467.8785424769,1088230.7558037648,1019377.464924277,1019377.464924277,1171215.391394682,1320441.6905528854,1362283.8434763127,1265920.8546345101,1427803.8885254925,1586075.6194468746
Valsad,374574.98399223364,339492.6966680354,323933.4020422347,376760.9866539024,376760.9866539024,368006.2478726287,368006.2478726287,376554.85293565236,403463.41739346687,403463.41739346687,403463.41739346687,403463.41739346687,403463.41739346687,403463.41739346687,368006.2478726287,453917.34768034617,509911.1493101894,453917.34768034617,453917.34768034617,557032.2955830402,557032.2955830402,557032.2955830402,574199.359670936,567609.2008423703,560028.3941262603,560202.6217769155,623394.1083949166,641508.2045567842,641508.2045567842,624388.2158370167,824831.5270238817
Solan,219108.66102344904,219108.66102344904,219108.66102344904,241654.61288758856,241654.61288758856,241654.61288758856,403741.98297757463,339492.6966680354,394905.39061809675,368006.2478726287,368006.2478726287,368006.2478726287,403463.41739346687,403463.41739346687,403463.41739346687,453917.34768034617,493444.78031018935,557032.2955830402,453917.34768034617,427036.1972800199,572596.051406564,557032.2955830402,453917.34768034617,453917.34768034617,453917.34768034617,557032.2955830402,557032.2955830402,521691.8432132527,557032.2955830402,539084.2905274781,567609.2008423703
Birbhum,323933.4020422347,394905.39061809675,349081.87015022634,368006.2478726287,403463.41739346687,368006.2478726287,368006.2478726287,403463.41739346687,453917.34768034617,627153.9121048021,557032.2955830402,453917.34768034617,557032.2955830402,557032.2955830402,453917.34768034617,557032.2955830402,487167.44180049124,453917.34768034617,420187.16814314673,453917.34768034617,539084.2905274781,574199.359670936,1008390.2627426909,840873.155357215,840873.155357215,885721.8435315539,885721.8435315539,959090.0326358714,892472.9878306766,936918.286899739,983753.654628519
Hoshangabad,323933.4020422347,349081.87015022634,376760.9866539024,403463.41739346687,403463.41739346687,376760.9866539024,403463.41739346687,403463.41739346687,403463.41739346687,368006.2478726287,376554.85293565236,368006.2478726287,452428.54598634,403463.41739346687,349081.87015022634,453917.34768034617,403463.41739346687,329191.9243035931,376760.9866539024,403463.41739346687,453917.34768034617,427036.1972800199,882798.850977985,641508.2045567842,802806.9279257131,885721.8435315539,1069483.2208291702,920229.9973212355,959090.0326358714,894665.2166731625,998101.9872675121
Rajsamand,241654.61288758856,241654.61288758856,241654.61288758856,349081.87015022634,394905.39061809675,368006.2478726287,368006.2478726287,403463.41739346687,403463.41739346687,421562.01788161794,403463.41739346687,403463.41739346687,453917.34768034617,452428.54598634,403463.41739346687,487167.44180049124,453917.34768034617,539084.2905274781,542126.2007856356,572596.051406564,574199.359670936,539084.2905274781,802806.9279257131,882798.850977985,882798.850977985,910492.7646623688,987286.4998888619,805726.7962868309,885678.8748888618,862249.2673075555,959090.0326358714
Faridkot,374574.98399223364,403741.98297757463,241654.61288758856,323933.4020422347,339492.6966680354,376760.9866539024,376760.9866539024,368006.2478726287,368006.2478726287,403463.41739346687,403463.41739346687,403463.41739346687,403463.41739346687,403463.41739346687,403463.41739346687,453917.34768034617,403463.41739346687,453917.34768034617,403463.41739346687,403463.41739346687,421562.01788161794,403463.41739346687,368006.2478726287,368006.2478726287,368006.2478726287,420187.16814314673,403463.41739346687,403463.41739346687,403463.41739346687,453917.34768034617,477705.7061035493
Thanjavur,349081.87015022634,368006.2478726287,368006.2478726287,403463.41739346687,452428.54598634,452428.54598634,893806.1187714688,539084.2905274781,570453.6510764295,595188.5401727818,565378.0035950973,623394.1083949166,623394.1083949166,565378.0035950973,575847.0456870422,623394.1083949166,575847.0456870422,641508.2045567842,595188.5401727818,565378.0035950973,575847.0456870422,575847.0456870422,560028.3941262603,567609.2008423703,574199.359670936,567609.2008423703,575847.0456870422,623394.1083949166,641508.2045567842,641508.2045567842,646909.3118045429
Idukki,219108.66102344904,241654.61288758856,241654.61288758856,403741.98297757463,241654.61288758856,241654.61288758856,339492.6966680354,323933.4020422347,339492.6966680354,339492.6966680354,367193.56684797263,403741.98297757463,403463.41739346687,349081.87015022634,374574.98399223364,394905.39061809675,323933.4020422347,376760.9866539024,376760.9866539024,367193.56684797263,368006.2478726287,368006.2478726287,493444.78031018935,453917.34768034617,403463.41739346687,557032.2955830402,557032.2955830402,739631.1111701375,572596.051406564,557032.2955830402,572596.051406564
Koraput,166178.91669325964,219108.66102344904,219108.66102344904,241654.61288758856,233709.96247287688,304204.9027872174,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,304204.9027872174,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,403741.98297757463,623394.1083949166,881205.6101966847,641508.2045567842,1019223.4754075856,887049.9423136832,920229.9973212355,1038023.6686553545,959090.0326358714,935569.0059286448
Bargarh,158142.77977658552,166178.91669325964,166178.91669325964,241654.61288758856,241654.61288758856,233709.96247287688,241654.61288758856,213401.86512803702,241654.61288758856,241654.61288758856,241654.61288758856,219108.66102344904,241654.61288758856,241654.61288758856,241654.61288758856,403741.98297757463,241654.61288758856,241654.61288758856,241654.61288758856,403741.98297757463,323933.4020422347,323933.4020422347,623394.1083949166,802806.9279257131,641508.2045567842,855402.06538646,881205.6101966847,824831.5270238817,862231.2769874998,906813.949993926,885678.8748888618
Nainital,166178.91669325964,219108.66102344904,219108.66102344904,241654.61288758856,233709.96247287688,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,403741.98297757463,374574.98399223364,339492.6966680354,323933.4020422347,339492.6966680354,368006.2478726287,368006.2478726287,376760.9866539024,368006.2478726287,376554.85293565236,403463.41739346687,403463.41739346687,575847.0456870422,595188.5401727818,575847.0456870422,623394.1083949166,690539.2991887387,641508.2045567842,575847.0456870422,637020.4449788313,802806.9279257131
Sangli,539084.2905274781,567609.2008423703,570453.6510764295,623394.1083949166,641508.2045567842,623394.1083949166,881205.6101966847,906813.949993926,869554.8065328378,885721.8435315539,943884.6986487402,885678.8748888618,938583.3652837642,802806.9279257131,641508.2045567842,802806.9279257131,793041.2326031245,862231.2769874998,752415.3623981061,943884.6986487402,939999.1544640926,983753.654628519,926095.2569868355,920229.9973212355,1019223.4754075856,962485.9919130796,987670.8934172259,1019377.464924277,1019377.464924277,1019377.464924277,984113.497015111
Sirohi,233709.96247287688,241654.61288758856,241654.61288758856,339492.6966680354,376760.9866539024,349081.87015022634,349081.87015022634,394905.39061809675,368006.2478726287,368006.2478726287,368006.2478726287,368006.2478726287,403463.41739346687,368006.2478726287,367193.56684797263,376554.85293565236,368006.2478726287,403463.41739346687,403463.41739346687,423311.73851660016,368006.2478726287,368006.2478726287,595188.5401727818,623394.1083949166,595188.5401727818,882798.850977985,862231.2769874998,824831.5270238817,882798.850977985,840873.155357215,906813.949993926
Muzaffarnagar,394905.39061809675,339492.6966680354,339492.6966680354,394905.39061809675,368006.2478726287,374574.98399223364,368006.2478726287,339492.6966680354,367193.56684797263,414420.19472445734,368006.2478726287,396488.10516660294,368006.2478726287,376760.9866539024,376760.9866539024,420187.16814314673,368006.2478726287,376554.85293565236,403463.41739346687,420187.16814314673,493444.78031018935,562965.5024924381,575847.0456870422,595188.5401727818,623394.1083949166,881205.6101966847,752415.3623981061,862231.2769874998,802806.9279257131,855402.06538646,805726.7962868309
Pali,349081.87015022634,368006.2478726287,403463.41739346687,560028.3941262603,567609.2008423703,560028.3941262603,565378.0035950973,595188.5401727818,641508.2045567842,641508.2045567842,560202.6217769155,565378.0035950973,624388.2158370167,623394.1083949166,574199.359670936,641508.2045567842,595188.5401727818,623394.1083949166,623394.1083949166,595188.5401727818,623394.1083949166,595188.5401727818,998101.9872675121,984113.497015111,1193067.548206272,1320441.6905528854,1217445.4455528853,1241083.0605528853,1320441.6905528854,1241083.0605528853,1427803.8885254925
Lakhisarai,61500.507499168925,68821.03195806642,68821.03195806642,84207.14707555683,71523.38804808594,68821.03195806642,71523.38804808594,71523.38804808594,84207.14707555683,84207.14707555683,91372.68775484338,84207.14707555683,84207.14707555683,84207.14707555683,68821.03195806642,71523.38804808594,71523.38804808594,84207.14707555683,84207.14707555683,84207.14707555683,71523.38804808594,84207.14707555683,403741.98297757463,374574.98399223364,329191.9243035931,339492.6966680354,349081.87015022634,368006.2478726287,376554.85293565236,403463.41739346687,403463.41739346687
Kapurthala,349081.87015022634,349081.87015022634,323933.4020422347,368006.2478726287,368006.2478726287,368006.2478726287,368006.2478726287,403463.41739346687,403463.41739346687,453917.34768034617,453917.34768034617,453917.34768034617,557032.2955830402,453917.34768034617,453917.34768034617,557032.2955830402,453917.34768034617,557032.2955830402,453917.34768034617,453917.34768034617,557032.2955830402,453917.34768034617,452428.54598634,403463.41739346687,403463.41739346687,562965.5024924381,453917.34768034617,557032.2955830402,563868.6428051387,539084.2905274781,567609.2008423703
Cuttack,403741.98297757463,403741.98297757463,323933.4020422347,368006.2478726287,368006.2478726287,368006.2478726287,420187.16814314673,376760.9866539024,453917.34768034617,403463.41739346687,403463.41739346687,420187.16814314673,557032.2955830402,557032.2955830402,403463.41739346687,557032.2955830402,453917.34768034617,557032.2955830402,557032.2955830402,539084.2905274781,560028.3941262603,575847.0456870422,793041.2326031245,824831.5270238817,882798.850977985,881205.6101966847,1022956.328292769,805726.7962868309,812221.3866348083,959090.0326358714,936918.286899739
Jalaun,241654.61288758856,304204.9027872174,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,403741.98297757463,323933.4020422347,323933.4020422347,339492.6966680354,323933.4020422347,323933.4020422347,241654.61288758856,403741.98297757463,329191.9243035931,241654.61288758856,131261.79494679812,241654.61288758856,403741.98297757463,241654.61288758856,241654.61288758856,575847.0456870422,595188.5401727818,690539.2991887387,752415.3623981061,882798.850977985,855402.06538646,793041.2326031245,938583.3652837642,910492.7646623688
Dhar,403463.41739346687,368006.2478726287,509911.1493101894,567609.2008423703,565378.0035950973,575847.0456870422,690539.2991887387,595188.5401727818,565378.0035950973,539084.2905274781,521691.8432132527,453917.34768034617,539084.2905274781,453917.34768034617,329191.9243035931,487167.44180049124,557032.2955830402,368006.2478726287,557032.2955830402,557032.2955830402,403463.41739346687,368006.2478726287,885721.8435315539,936918.286899739,959090.0326358714,987670.8934172259,1088230.7558037648,1019377.464924277,1019377.464924277,1019377.464924277,984113.497015111
Lunglei,40643.74304635062,64778.348599312056,64778.348599312056,64778.348599312056,64778.348599312056,64778.348599312056,68821.03195806642,68821.03195806642,64778.348599312056,64778.348599312056,64778.348599312056,61500.507499168925,68821.03195806642,64778.348599312056,61500.507499168925,71523.38804808594,64778.348599312056,64778.348599312056,64778.348599312056,64778.348599312056,64778.348599312056,64778.348599312056,368006.2478726287,368006.2478726287,241654.61288758856,368006.2478726287,368006.2478726287,394905.39061809675,241654.61288758856,329191.9243035931,403741.98297757463
Una,166178.91669325964,152182.30078409478,145906.93815578273,219108.66102344904,219108.66102344904,288442.7184709439,241654.61288758856,241654.61288758856,241654.61288758856,267748.7609663321,403741.98297757463,351963.89164495654,323933.4020422347,323933.4020422347,323933.4020422347,339492.6966680354,323933.4020422347,339492.6966680354,323933.4020422347,339492.6966680354,368006.2478726287,376760.9866539024,339492.6966680354,339492.6966680354,339492.6966680354,376760.9866539024,394905.39061809675,368006.2478726287,368006.2478726287,368006.2478726287,420187.16814314673
Osmanabad,368006.2478726287,403463.41739346687,493444.78031018935,542126.2007856356,570453.6510764295,602834.3978104709,575847.0456870422,575847.0456870422,565378.0035950973,623394.1083949166,595188.5401727818,538872.4551102489,567609.2008423703,539084.2905274781,453917.34768034617,565378.0035950973,595188.5401727818,567609.2008423703,560028.3941262603,623394.1083949166,882798.850977985,595188.5401727818,840873.155357215,816862.617857081,881205.6101966847,805726.7962868309,885721.8435315539,937917.038050064,1008720.4888534133,973445.6824819329,1075350.8242218788
Sirmaur,105783.49409003084,105783.49409003084,105783.49409003084,138413.65911742812,158142.77977658552,158142.77977658552,219108.66102344904,233709.96247287688,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,374574.98399223364,241654.61288758856,241654.61288758856,349081.87015022634,323933.4020422347,374574.98399223364,323933.4020422347,329191.9243035931,349081.87015022634,339492.6966680354,368006.2478726287,376554.85293565236,368006.2478726287,453917.34768034617,453917.34768034617,557032.2955830402,376554.85293565236,405773.7453101894,557032.2955830402
Jagatsinghapur,131261.79494679812,145906.93815578273,166178.91669325964,219108.66102344904,439986.4724469204,241654.61288758856,241654.61288758856,439986.4724469204,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,374574.98399223364,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,267748.7609663321,374574.98399223364,323933.4020422347,339492.6966680354,349081.87015022634,368006.2478726287,376554.85293565236,368006.2478726287,403463.41739346687,403463.41739346687,403463.41739346687,493444.78031018935,453917.34768034617,557032.2955830402
Hardoi,219108.66102344904,219108.66102344904,219108.66102344904,241654.61288758856,335948.63064942934,219108.66102344904,241654.61288758856,323933.4020422347,368006.2478726287,339492.6966680354,241654.61288758856,166178.91669325964,304204.9027872174,304204.9027872174,241654.61288758856,323933.4020422347,323933.4020422347,241654.61288758856,241654.61288758856,323933.4020422347,393547.2981825064,241654.61288758856,802806.9279257131,882798.850977985,855402.06538646,889882.84801085,936918.286899739,983753.654628519,1008720.4888534133,1284291.239407956,973445.6824819329
Kolar,339492.6966680354,349081.87015022634,376760.9866539024,403463.41739346687,403463.41739346687,403463.41739346687,453917.34768034617,557032.2955830402,557032.2955830402,557032.2955830402,521691.8432132527,570453.6510764295,565378.0035950973,575847.0456870422,567609.2008423703,595188.5401727818,567609.2008423703,623394.1083949166,623394.1083949166,690539.2991887387,644633.8016807225,623394.1083949166,637020.4449788313,793041.2326031245,624388.2158370167,892610.5932916175,910492.7646623688,959090.0326358714,889882.84801085,1008720.4888534133,973445.6824819329
Saharanpur,394905.39061809675,368006.2478726287,376760.9866539024,376760.9866539024,368006.2478726287,323933.4020422347,376760.9866539024,323933.4020422347,376760.9866539024,403463.41739346687,539084.2905274781,521691.8432132527,557032.2955830402,368006.2478726287,368006.2478726287,521691.8432132527,572596.051406564,539084.2905274781,403463.41739346687,493444.78031018935,403463.41739346687,403463.41739346687,641508.2045567842,708218.7501967658,881205.6101966847,894665.2166731625,885721.8435315539,959090.0326358714,805726.7962868309,1088241.473034902,973445.6824819329
Bhopal,368006.2478726287,368006.2478726287,368006.2478726287,452428.54598634,403463.41739346687,368006.2478726287,452428.54598634,453917.34768034617,424027.5393101894,403463.41739346687,403463.41739346687,420187.16814314673,453917.34768034617,453917.34768034617,403463.41739346687,453917.34768034617,453917.34768034617,452428.54598634,453917.34768034617,557032.2955830402,570453.6510764295,539084.2905274781,623394.1083949166,641508.2045567842,641508.2045567842,882798.850977985,840873.155357215,885678.8748888618,805726.7962868309,885721.8435315539,889882.84801085
Hisar,539084.2905274781,557032.2955830402,487167.44180049124,567609.2008423703,595188.5401727818,567609.2008423703,567609.2008423703,595188.5401727818,623394.1083949166,623394.1083949166,623394.1083949166,623394.1083949166,641508.2045567842,623394.1083949166,595188.5401727818,802806.9279257131,624388.2158370167,805726.7962868309,862231.2769874998,910492.7646623688,959090.0326358714,885721.8435315539,892610.5932916175,882798.850977985,624388.2158370167,840873.155357215,938583.3652837642,805726.7962868309,885721.8435315539,1019223.4754075856,983753.654628519
Jaunpur,368006.2478726287,376554.85293565236,376760.9866539024,368006.2478726287,349081.87015022634,241654.61288758856,339492.6966680354,241654.61288758856,329191.9243035931,394905.39061809675,323933.4020422347,439986.4724469204,393547.2981825064,241654.61288758856,241654.61288758856,403741.98297757463,241654.61288758856,403741.98297757463,349081.87015022634,374574.98399223364,374574.98399223364,241654.61288758856,595188.5401727818,595188.5401727818,641508.2045567842,926095.2569868355,926095.2569868355,1678835.555266936,2150008.4039426986,973445.6824819329,936898.6795999514
Balrampur,39303.80468026484,39303.80468026484,40643.74304635062,64778.348599312056,64778.348599312056,64778.348599312056,64778.348599312056,39303.80468026484,64778.348599312056,39303.80468026484,64778.348599312056,61500.507499168925,64778.348599312056,64778.348599312056,64778.348599312056,68821.03195806642,68821.03195806642,68821.03195806642,71523.38804808594,84207.14707555683,84207.14707555683,91372.68775484338,567609.2008423703,567609.2008423703,557032.2955830402,802806.9279257131,802806.9279257131,862231.2769874998,623394.1083949166,752415.3623981061,910492.7646623688
Moga,376760.9866539024,376760.9866539024,349081.87015022634,403463.41739346687,493444.78031018935,557032.2955830402,557032.2955830402,539084.2905274781,560028.3941262603,575847.0456870422,575847.0456870422,565378.0035950973,623394.1083949166,565378.0035950973,565378.0035950973,623394.1083949166,575847.0456870422,690539.2991887387,567609.2008423703,560028.3941262603,565378.0035950973,567609.2008423703,572596.051406564,557032.2955830402,557032.2955830402,574199.359670936,570453.6510764295,567609.2008423703,752799.655110249,623394.1083949166,644633.8016807225
Bhiwani,557032.2955830402,453917.34768034617,403463.41739346687,542126.2007856356,560028.3941262603,560028.3941262603,567609.2008423703,575847.0456870422,560202.6217769155,595188.5401727818,560202.6217769155,575847.0456870422,623394.1083949166,623394.1083949166,595188.5401727818,614519.5812093051,623394.1083949166,881205.6101966847,624388.2158370167,624388.2158370167,881205.6101966847,1087048.4695899698,1087048.4695899698,882798.850977985,802806.9279257131,910492.7646623688,906813.949993926,812221.3866348083,885721.8435315539,959090.0326358714,936918.286899739
Rayagada,105783.49409003084,105783.49409003084,105783.49409003084,145906.93815578273,158142.77977658552,145906.93815578273,158142.77977658552,158142.77977658552,166178.91669325964,166178.91669325964,140071.73411742813,145906.93815578273,158142.77977658552,158142.77977658552,158142.77977658552,166178.91669325964,158142.77977658552,439986.4724469204,219108.66102344904,335948.63064942934,241654.61288758856,241654.61288758856,539084.2905274781,595188.5401727818,539084.2905274781,892610.5932916175,910492.7646623688,646909.3118045429,595188.5401727818,855402.06538646,624388.2158370167
West Garo Hills,71523.38804808594,105783.49409003084,91372.68775484338,145906.93815578273,84207.14707555683,105783.49409003084,131261.79494679812,145906.93815578273,105783.49409003084,105783.49409003084,105783.49409003084,84207.14707555683,131261.79494679812,131261.79494679812,91372.68775484338,145906.93815578273,145906.93815578273,131261.79494679812,145906.93815578273,91372.68775484338,91372.68775484338,84207.14707555683,376760.9866539024,368006.2478726287,376760.9866539024,424027.5393101894,453917.34768034617,421562.01788161794,349081.87015022634,403463.41739346687,453917.34768034617
Tirap,39303.80468026484,39303.80468026484,39303.80468026484,39303.80468026484,39303.80468026484,39303.80468026484,39303.80468026484,39303.80468026484,39303.80468026484,39303.80468026484,39303.80468026484,39303.80468026484,39303.80468026484,39303.80468026484,39303.80468026484,39303.80468026484,40643.74304635062,40643.74304635062,40643.74304635062,64778.348599312056,40643.74304635062,39303.80468026484,158142.77977658552,219108.66102344904,145906.93815578273,241654.61288758856,241654.61288758856,241654.61288758856,219108.66102344904,213401.86512803702,439986.4724469204
Hoshiarpur,403463.41739346687,403463.41739346687,376760.9866539024,403463.41739346687,403463.41739346687,557032.2955830402,557032.2955830402,539084.2905274781,567609.2008423703,595188.5401727818,595188.5401727818,623394.1083949166,623394.1083949166,595188.5401727818,595188.5401727818,641508.2045567842,623394.1083949166,624388.2158370167,565378.0035950973,565378.0035950973,641508.2045567842,623394.1083949166,567609.2008423703,560028.3941262603,560028.3941262603,595188.5401727818,595188.5401727818,623394.1083949166,623394.1083949166,637020.4449788313,862231.2769874998
South Garo Hills,39303.80468026484,64778.348599312056,64778.348599312056,64778.348599312056,64778.348599312056,64778.348599312056,64778.348599312056,68821.03195806642,64778.348599312056,64778.348599312056,68821.03195806642,64778.348599312056,68821.03195806642,64778.348599312056,64778.348599312056,64778.348599312056,64778.348599312056,68821.03195806642,68821.03195806642,64778.348599312056,68821.03195806642,71523.38804808594,241654.61288758856,241654.61288758856,393547.2981825064,374574.98399223364,323933.4020422347,329191.9243035931,241654.61288758856,374574.98399223364,323933.4020422347
