Col_A_Block_1,Col_B_Block_1,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
86,Muzaffarpur,4626.0,5768.0,5686.0,7541.0,6511.0,6098.0,9895.0,6897.0,8482.0,8264.0,8172.0,8179.0,8959.0,11635.0,10200.0,9787.0,10801.0,10830.0,15059.0,12834.0,13869.0,22184.0,38591.0,42594.0,47374.0,57602.0,58026.0,77766.0,86625.0,88796.0,87970.0
87,Nalanda,1625.0,1963.0,1732.0,3363.0,3172.0,3909.0,5461.0,4583.0,5302.0,4658.0,4892.0,3582.0,4399.0,4438.0,5954.0,5847.0,5900.0,8489.0,9086.0,8079.0,9578.0,16046.0,31342.0,39006.0,47323.0,51133.0,53260.0,59273.0,61340.0,61835.0,65315.0
88,Nawada,841.0,1528.0,1492.0,2162.0,1767.0,2042.0,2543.0,1653.0,1819.0,1473.0,1739.0,1124.0,1126.0,1080.0,838.0,1137.0,1130.0,1210.0,2583.0,1708.0,1717.0,2945.0,20853.0,25865.0,28036.0,35028.0,37490.0,40948.0,44801.0,47909.0,50360.0
89,Pashchim Champaran,1312.0,1859.0,1645.0,2613.0,2698.0,2131.0,2630.0,2604.0,3138.0,2935.0,2839.0,3156.0,4292.0,3649.0,3289.0,3846.0,3442.0,3367.0,4444.0,4799.0,4791.0,9365.0,45215.0,42752.0,48804.0,64197.0,69338.0,73065.0,70539.0,75128.0,71925.0
90,Patna,13956.0,16942.0,15726.0,19956.0,19562.0,18012.0,18446.0,17935.0,20873.0,20071.0,22069.0,17920.0,20772.0,21702.0,22505.0,24392.0,24636.0,29844.0,32565.0,31841.0,33821.0,39152.0,65938.0,74112.0,77792.0,84267.0,88025.0,102684.0,108989.0,110296.0,114430.0
91,Purba Champaran,1257.0,1437.0,2537.0,3421.0,3843.0,3236.0,4624.0,3113.0,5057.0,4799.0,6113.0,6410.0,5343.0,6482.0,5840.0,4577.0,3577.0,2955.0,6995.0,5512.0,4761.0,9003.0,36351.0,39934.0,40692.0,53895.0,61035.0,77307.0,84537.0,87136.0,88555.0
92,Purnia,1111.0,2348.0,1742.0,3114.0,4670.0,5107.0,5364.0,4776.0,6507.0,6821.0,9264.0,5234.0,7104.0,7090.0,5759.0,9871.0,10411.0,7164.0,8264.0,9681.0,10011.0,13153.0,34553.0,37535.0,37461.0,43336.0,47213.0,57130.0,62339.0,61503.0,61106.0
93,Rohtas,2644.0,4510.0,3888.0,5348.0,4717.0,5242.0,7309.0,5725.0,7502.0,7233.0,9054.0,9651.0,11737.0,10417.0,8954.0,10423.0,10115.0,9497.0,13149.0,9569.0,11796.0,10021.0,40724.0,45243.0,48480.0,57430.0,74344.0,72014.0,69632.0,76927.0,80228.0
94,Saharsa,399.0,593.0,375.0,907.0,1258.0,1179.0,1974.0,1503.0,2092.0,2140.0,2902.0,1937.0,2084.0,2083.0,1967.0,1950.0,3599.0,1845.0,2902.0,3179.0,3265.0,6911.0,17401.0,21811.0,24349.0,27516.0,28845.0,32636.0,35117.0,35529.0,36013.0
95,Samastipur,1719.0,2905.0,2683.0,3790.0,4203.0,2588.0,4936.0,3359.0,4603.0,5105.0,6774.0,6033.0,5763.0,5839.0,4311.0,4138.0,4746.0,4394.0,6391.0,5811.0,7643.0,14096.0,29749.0,33052.0,35960.0,43991.0,43707.0,55670.0,63587.0,66839.0,68325.0
96,Saran,2417.0,3167.0,2604.0,3574.0,3942.0,2928.0,4769.0,3913.0,5417.0,5120.0,5143.0,5573.0,6003.0,7279.0,6433.0,5901.0,6826.0,6521.0,10614.0,7517.0,10917.0,19096.0,32987.0,35824.0,38239.0,48218.0,52764.0,75059.0,75350.0,69830.0,68939.0
97,Sheikhpura,73.0,393.0,208.0,1034.0,895.0,539.0,1114.0,916.0,1250.0,880.0,1303.0,694.0,883.0,647.0,524.0,1121.0,1141.0,1035.0,1131.0,1094.0,1036.0,1598.0,6282.0,7454.0,7954.0,9956.0,10924.0,12756.0,14855.0,15629.0,16784.0
98,Sheohar,28.0,64.0,50.0,185.0,357.0,137.0,366.0,110.0,138.0,305.0,311.0,186.0,184.0,350.0,222.0,142.0,361.0,116.0,440.0,312.0,202.0,1341.0,5343.0,5761.0,6163.0,8954.0,9702.0,12346.0,14820.0,15089.0,14501.0
99,Sitamarhi,744.0,1016.0,1271.0,1697.0,1965.0,1306.0,2024.0,1866.0,2395.0,2167.0,3074.0,1829.0,2433.0,2502.0,1808.0,1907.0,2236.0,1702.0,3012.0,2260.0,2407.0,4653.0,19203.0,20770.0,21109.0,26948.0,27566.0,36315.0,41138.0,43938.0,44244.0
100,Siwan,590.0,1112.0,975.0,2118.0,2145.0,1623.0,3178.0,1803.0,3166.0,2741.0,2235.0,4665.0,2917.0,4274.0,3824.0,2410.0,2674.0,2035.0,6303.0,3445.0,2537.0,8035.0,21665.0,23013.0,24561.0,33543.0,38734.0,53509.0,54298.0,49879.0,48550.0
101,Supaul,496.0,1358.0,1642.0,1171.0,2313.0,1560.0,2313.0,1589.0,2175.0,2545.0,3807.0,1790.0,2621.0,2216.0,3341.0,5925.0,5972.0,5364.0,5431.0,5403.0,4945.0,11433.0,23756.0,28298.0,29965.0,34540.0,34393.0,41759.0,45450.0,45854.0,45898.0
102,Vaishali,2418.0,4810.0,4210.0,5618.0,5870.0,3477.0,7071.0,4456.0,5707.0,5741.0,5688.0,5859.0,6748.0,8694.0,6200.0,7504.0,8498.0,7794.0,10492.0,9469.0,9142.0,13665.0,26197.0,31666.0,35663.0,39132.0,40951.0,53417.0,59571.0,61385.0,62722.0
103,Chandigarh,8566.0,8405.0,8394.0,8682.0,8491.0,8632.0,8901.0,9097.0,9123.0,9317.0,9213.0,9257.0,8747.0,9075.0,9170.0,9207.0,8966.0,8863.0,8865.0,9364.0,9607.0,9634.0,9302.0,9352.0,9370.0,9415.0,9394.0,9499.0,9488.0,9549.0,9648.0
104,Balod,4443.0,4118.0,4649.0,8237.0,7739.0,7696.0,8268.0,4971.0,8719.0,6973.0,9481.0,5942.0,11155.0,9990.0,7951.0,11116.0,11102.0,13307.0,11615.0,12819.0,14668.0,13950.0,24278.0,26349.0,22246.0,27265.0,28118.0,28586.0,27508.0,31078.0,32796.0
105,Baloda Bazar,7294.0,5242.0,8667.0,13996.0,13201.0,13027.0,14932.0,7253.0,12633.0,8526.0,17220.0,11704.0,20338.0,19055.0,10676.0,20163.0,24163.0,27214.0,26698.0,31371.0,33458.0,37193.0,61007.0,64438.0,59525.0,67114.0,67846.0,72947.0,69952.0,76687.0,77460.0
106,Balrampur,226.0,214.0,325.0,609.0,466.0,462.0,483.0,100.0,434.0,219.0,770.0,401.0,674.0,639.0,461.0,897.0,994.0,818.0,1118.0,1545.0,1618.0,1990.0,42152.0,43805.0,35243.0,58771.0,58674.0,61470.0,52515.0,59183.0,66599.0
107,Bastar,1632.0,1720.0,2072.0,3136.0,2380.0,2289.0,2859.0,2624.0,3333.0,2730.0,3875.0,2710.0,4288.0,4527.0,5349.0,4781.0,5445.0,7163.0,6200.0,8186.0,7360.0,10533.0,37117.0,43155.0,35536.0,54818.0,57457.0,57492.0,45259.0,52341.0,54062.0
108,Bemetara,3311.0,1423.0,3019.0,7708.0,5779.0,5935.0,10181.0,2786.0,7377.0,4384.0,12238.0,9129.0,17338.0,16657.0,11802.0,18014.0,21415.0,24495.0,22585.0,25659.0,28124.0,29941.0,35563.0,37422.0,35149.0,39099.0,40694.0,42819.0,42149.0,44818.0,47012.0
109,Bijapur,42.0,129.0,227.0,323.0,219.0,143.0,179.0,100.0,838.0,407.0,300.0,568.0,373.0,522.0,493.0,564.0,346.0,442.0,571.0,607.0,888.0,1435.0,41138.0,47157.0,31888.0,63932.0,67755.0,66801.0,29359.0,41797.0,53179.0
110,Bilaspur,11094.0,8772.0,12025.0,16290.0,16152.0,16157.0,18375.0,11953.0,18818.0,15803.0,24683.0,22409.0,31885.0,30795.0,25947.0,35635.0,38126.0,41132.0,40629.0,47557.0,50998.0,57617.0,88548.0,91907.0,88396.0,98299.0,98986.0,105779.0,104310.0,109993.0,110860.0
111,Dantewada,1807.0,2284.0,2448.0,3255.0,3116.0,2453.0,2882.0,3209.0,3669.0,3312.0,3627.0,3291.0,3850.0,3784.0,3700.0,4331.0,4447.0,4587.0,5033.0,5472.0,5617.0,5846.0,17275.0,23383.0,21086.0,29289.0,29366.0,30548.0,25084.0,25999.0,28368.0
112,Dhamtari,4832.0,4849.0,6220.0,8825.0,8700.0,8889.0,8916.0,5276.0,8253.0,6977.0,10358.0,8770.0,12674.0,12171.0,8677.0,12816.0,13093.0,17179.0,14174.0,15801.0,16674.0,17121.0,32548.0,35621.0,30211.0,39999.0,41331.0,40232.0,37580.0,41440.0,43864.0
113,Durg,23426.0,21213.0,24065.0,28831.0,29848.0,29350.0,30238.0,27593.0,33989.0,33478.0,35437.0,35188.0,41388.0,40249.0,36750.0,42784.0,44559.0,48775.0,47663.0,50987.0,54196.0,56023.0,56905.0,59664.0,54680.0,58405.0,60055.0,64150.0,67007.0,71973.0,75988.0
114,Gariaband,453.0,636.0,634.0,1438.0,1056.0,1195.0,1256.0,480.0,898.0,468.0,1262.0,774.0,1771.0,1716.0,574.0,2707.0,1574.0,2308.0,1557.0,2059.0,2858.0,2803.0,22858.0,30609.0,21555.0,36794.0,37333.0,34569.0,24540.0,32254.0,34292.0
115,Janjgir-Champa,9839.0,5386.0,9139.0,16369.0,15004.0,11726.0,15106.0,7295.0,13897.0,8620.0,19139.0,12106.0,25333.0,23197.0,18985.0,26127.0,29451.0,34774.0,33673.0,43652.0,49647.0,53815.0,69327.0,71307.0,62173.0,67481.0,67283.0,71746.0,72350.0,76833.0,79199.0
116,Jashpur,820.0,588.0,732.0,1050.0,1013.0,1159.0,1632.0,1097.0,1910.0,1510.0,2535.0,1433.0,2131.0,1960.0,1469.0,2942.0,3223.0,3204.0,3032.0,3959.0,4876.0,3621.0,44654.0,47688.0,41294.0,55468.0,55798.0,57893.0,53051.0,59723.0,63620.0
117,Kabeerdham,1220.0,879.0,1391.0,3693.0,2368.0,1855.0,4767.0,1546.0,3364.0,1399.0,6154.0,5510.0,12715.0,10892.0,7559.0,13429.0,16801.0,18316.0,16027.0,18332.0,21488.0,26757.0,45008.0,48371.0,44861.0,55181.0,55592.0,56236.0,49342.0,52415.0,54572.0
118,Kondagaon,403.0,611.0,508.0,780.0,595.0,610.0,836.0,679.0,798.0,606.0,792.0,771.0,1201.0,1224.0,989.0,1050.0,986.0,1315.0,1107.0,1236.0,1137.0,1619.0,23785.0,30920.0,21731.0,42585.0,44055.0,42776.0,33046.0,39317.0,41146.0
119,Korba,12699.0,12327.0,14025.0,16793.0,17111.0,16233.0,17712.0,17699.0,20988.0,19008.0,22825.0,20073.0,25127.0,23943.0,23282.0,28785.0,28994.0,31297.0,32618.0,37540.0,42300.0,43738.0,79283.0,82678.0,77028.0,96804.0,97914.0,100604.0,90183.0,99016.0,106128.0
120,Koriya,4732.0,4652.0,5176.0,6587.0,6835.0,6414.0,6972.0,6100.0,7637.0,6361.0,8774.0,7562.0,9527.0,8098.0,8289.0,10057.0,10405.0,9738.0,10021.0,11654.0,11585.0,12821.0,48052.0,45514.0,38284.0,67810.0,68619.0,70374.0,46309.0,58395.0,75166.0
121,Mahasamund,2936.0,2551.0,3508.0,8066.0,6343.0,7972.0,5954.0,3258.0,5177.0,3693.0,12930.0,5811.0,13704.0,10894.0,6595.0,13734.0,14960.0,18950.0,17644.0,22020.0,25867.0,26520.0,49492.0,53691.0,50895.0,58002.0,59254.0,62152.0,60747.0,65292.0,66521.0
122,Mungeli,2069.0,1091.0,2274.0,5104.0,3744.0,2918.0,4474.0,1224.0,2954.0,1489.0,5675.0,3454.0,10770.0,9700.0,5527.0,10834.0,12418.0,14639.0,12912.0,15452.0,16579.0,20309.0,33275.0,36076.0,35006.0,42304.0,43626.0,47091.0,41283.0,46245.0,47735.0
123,Narayanpur,166.0,206.0,154.0,278.0,239.0,231.0,261.0,258.0,274.0,253.0,343.0,221.0,366.0,361.0,301.0,332.0,321.0,328.0,298.0,363.0,361.0,593.0,12541.0,16040.0,17223.0,27875.0,28469.0,32351.0,12465.0,23442.0,22647.0
124,Raigarh,5600.0,5046.0,5919.0,11448.0,10890.0,10155.0,12902.0,9206.0,13358.0,11538.0,21101.0,15180.0,25420.0,25897.0,24780.0,33353.0,36562.0,40454.0,41445.0,48232.0,57381.0,58589.0,101809.0,105528.0,94116.0,103519.0,106036.0,108850.0,106622.0,113795.0,120105.0
125,Raipur,19720.0,17409.0,20975.0,29015.0,29417.0,27859.0,29718.0,26144.0,31540.0,27928.0,35055.0,31909.0,43004.0,42512.0,36248.0,46975.0,49487.0,56326.0,55407.0,62174.0,69212.0,74747.0,78796.0,83143.0,78707.0,81456.0,80623.0,89748.0,89937.0,95742.0,101423.0
126,Rajnandgaon,6080.0,5667.0,6800.0,13089.0,11678.0,11929.0,14874.0,8497.0,14987.0,10516.0,19273.0,14698.0,24469.0,22738.0,17427.0,27070.0,29384.0,30968.0,27277.0,33773.0,42844.0,42498.0,76134.0,81632.0,69583.0,85973.0,88065.0,88138.0,79758.0,89581.0,93938.0
127,Sukma,128.0,281.0,217.0,484.0,283.0,322.0,297.0,296.0,521.0,374.0,619.0,456.0,407.0,439.0,661.0,561.0,519.0,697.0,635.0,553.0,691.0,725.0,14526.0,24655.0,14065.0,33519.0,35020.0,33318.0,19113.0,25241.0,25079.0
128,Surajpur,2731.0,2161.0,3107.0,5200.0,5179.0,4479.0,5863.0,3327.0,6060.0,5030.0,7395.0,5054.0,5934.0,6309.0,5959.0,9658.0,8541.0,7815.0,8531.0,11816.0,13878.0,14617.0,46257.0,45544.0,40940.0,58929.0,57848.0,60742.0,50105.0,59148.0,65390.0
129,Surguja,1635.0,1547.0,1876.0,2708.0,2628.0,2571.0,2996.0,2051.0,3029.0,3035.0,4355.0,3498.0,4217.0,4426.0,4088.0,5891.0,5443.0,5540.0,5268.0,7036.0,7458.0,8949.0,33945.0,36179.0,34338.0,44033.0,44588.0,47975.0,42985.0,49178.0,52717.0
130,Uttar Bastar Kanker,1183.0,1409.0,1269.0,2665.0,2679.0,2485.0,2580.0,1699.0,3035.0,1912.0,4138.0,2421.0,4595.0,5262.0,5563.0,8117.0,5473.0,6262.0,5646.0,7297.0,9123.0,10515.0,51034.0,48112.0,39665.0,62209.0,65037.0,64216.0,49402.0,59135.0,65425.0
131,Dadra and Nagar Haveli,904.0,1748.0,1692.0,2742.0,3501.0,4024.0,4654.0,5173.0,5382.0,5835.0,6535.0,6490.0,8336.0,7682.0,7314.0,9826.0,10262.0,10638.0,10695.0,12354.0,12229.0,13129.0,15289.0,15517.0,15519.0,16161.0,16711.0,17159.0,16380.0,15848.0,16550.0
132,Daman,1110.0,1280.0,1388.0,1985.0,2240.0,2597.0,2488.0,2662.0,2963.0,3029.0,3316.0,3289.0,3376.0,3211.0,3218.0,3640.0,3688.0,3570.0,3648.0,3722.0,3857.0,4126.0,3808.0,3841.0,3848.0,3839.0,3871.0,3918.0,3798.0,3760.0,3962.0
133,Diu,379.0,349.0,442.0,450.0,483.0,658.0,529.0,582.0,577.0,627.0,778.0,663.0,793.0,720.0,721.0,695.0,710.0,802.0,810.0,773.0,817.0,866.0,517.0,679.0,700.0,842.0,892.0,995.0,840.0,826.0,922.0
134,North Goa,11807.0,13566.0,13969.0,16477.0,17112.0,15916.0,19176.0,19814.0,22352.0,24157.0,25584.0,26985.0,28839.0,29396.0,26552.0,29479.0,27996.0,31044.0,30653.0,32765.0,34085.0,34832.0,31973.0,32758.0,33346.0,35556.0,37922.0,41894.0,40309.0,41630.0,46651.0
135,South Goa,7384.0,9563.0,9861.0,11079.0,12089.0,11810.0,14588.0,13560.0,16469.0,17717.0,18927.0,19016.0,21569.0,20742.0,17970.0,21127.0,20105.0,22653.0,21502.0,23881.0,23273.0,24075.0,23771.0,23567.0,23341.0,28892.0,30887.0,32515.0,29021.0,29963.0,33475.0
136,Ahmadabad,44708.0,53630.0,51433.0,65722.0,64658.0,69205.0,68720.0,72673.0,78792.0,80587.0,82522.0,73966.0,77971.0,74817.0,67889.0,80636.0,75135.0,86077.0,84717.0,94593.0,95258.0,97965.0,121508.0,126525.0,124964.0,140608.0,148015.0,159181.0,158310.0,167028.0,182061.0
137,Amreli,20506.0,36223.0,33066.0,46054.0,45858.0,48992.0,51139.0,56757.0,62622.0,58184.0,58319.0,50018.0,52352.0,46761.0,39674.0,47482.0,45531.0,53076.0,45337.0,51960.0,58544.0,53803.0,70107.0,73435.0,71781.0,83144.0,84570.0,85419.0,81734.0,83753.0,91869.0
138,Anand,20257.0,21500.0,20802.0,26618.0,25948.0,28728.0,27789.0,29524.0,32087.0,31442.0,33758.0,29757.0,32005.0,29455.0,26175.0,31409.0,30123.0,35656.0,33063.0,35605.0,39763.0,38425.0,41704.0,44172.0,42091.0,48735.0,52243.0,55430.0,55612.0,60454.0,69961.0
139,Aravalli,8522.0,12622.0,11497.0,15514.0,15469.0,15958.0,16061.0,18134.0,21472.0,21992.0,23051.0,20243.0,22566.0,19059.0,13949.0,20088.0,15611.0,21856.0,15975.0,19332.0,17326.0,18721.0,31474.0,33286.0,31559.0,37034.0,39181.0,39785.0,40403.0,42879.0,46191.0
140,Banas Kantha,32349.0,38780.0,36723.0,46529.0,45592.0,49324.0,50848.0,57227.0,63815.0,59876.0,62650.0,58356.0,57952.0,43893.0,34571.0,49293.0,40352.0,62549.0,57209.0,63178.0,61846.0,65936.0,98046.0,105079.0,97859.0,124131.0,127314.0,132298.0,125414.0,134886.0,141889.0
141,Bharuch,42881.0,46311.0,52404.0,64592.0,68899.0,72333.0,78251.0,83205.0,83187.0,81180.0,80682.0,64385.0,60408.0,57789.0,53047.0,61260.0,62191.0,73227.0,69121.0,71284.0,79930.0,79469.0,96610.0,97856.0,94484.0,102875.0,103269.0,115464.0,116079.0,123655.0,135449.0
142,Bhavnagar,25412.0,35590.0,32808.0,45663.0,44977.0,49486.0,52356.0,58191.0,62744.0,60961.0,61721.0,51619.0,55860.0,49978.0,41875.0,51709.0,48614.0,56538.0,49222.0,55726.0,61045.0,59130.0,73527.0,75690.0,74328.0,86942.0,90447.0,93109.0,84782.0,92177.0,100831.0
143,Botad,6011.0,8742.0,8041.0,11542.0,11516.0,13240.0,13065.0,13963.0,15440.0,15016.0,15691.0,13207.0,14747.0,12378.0,11300.0,13623.0,13095.0,14516.0,11767.0,13800.0,15674.0,14094.0,15911.0,16655.0,15988.0,18985.0,19565.0,20759.0,20432.0,20820.0,22942.0
144,Chhota Udaipur,7242.0,9538.0,10499.0,13750.0,11570.0,8812.0,11543.0,13239.0,14561.0,11741.0,13020.0,12606.0,11776.0,11245.0,8685.0,14608.0,13526.0,13490.0,14650.0,15469.0,12984.0,10624.0,32261.0,34385.0,33763.0,39630.0,44489.0,42971.0,40431.0,42816.0,44552.0
145,Dahod,3039.0,4494.0,6954.0,9629.0,9249.0,8470.0,8982.0,11652.0,13775.0,14572.0,16441.0,17076.0,16158.0,15240.0,10812.0,17544.0,14983.0,13564.0,14691.0,20870.0,18335.0,20966.0,41262.0,44224.0,42438.0,47301.0,53814.0,49925.0,49160.0,50432.0,53959.0
146,Devbhumi Dwarka,8664.0,12542.0,12263.0,19146.0,19906.0,22462.0,25396.0,30021.0,31128.0,30066.0,31074.0,28367.0,28069.0,30032.0,28595.0,34850.0,31521.0,35418.0,32141.0,36173.0,40879.0,40199.0,52192.0,55779.0,54454.0,62461.0,62952.0,66485.0,64158.0,68480.0,70714.0
147,Gandhinagar,25190.0,25593.0,24543.0,31039.0,31300.0,34489.0,31960.0,34062.0,36275.0,37705.0,37782.0,33948.0,34470.0,33183.0,30883.0,35493.0,34491.0,38000.0,37766.0,40394.0,46567.0,45650.0,44635.0,47485.0,46578.0,51637.0,55207.0,61940.0,63917.0,66915.0,72200.0
148,Gir Somnath,14526.0,15389.0,15603.0,19798.0,20270.0,22578.0,24356.0,26522.0,28909.0,25755.0,27005.0,23315.0,24263.0,23141.0,21756.0,25049.0,24915.0,25047.0,22482.0,25232.0,26685.0,25495.0,26003.0,28594.0,27611.0,31487.0,33690.0,35233.0,34886.0,35023.0,36284.0
149,Jamnagar,16733.0,25270.0,25291.0,36683.0,37568.0,45787.0,49432.0,58444.0,60966.0,60144.0,61306.0,55698.0,57472.0,55538.0,51829.0,64813.0,61411.0,62748.0,58515.0,64403.0,71027.0,67145.0,87856.0,93397.0,91005.0,103534.0,103053.0,105201.0,101387.0,106205.0,112466.0
150,Junagadh,37613.0,41753.0,40045.0,53482.0,52929.0,58675.0,62802.0,68692.0,74206.0,69962.0,71855.0,59941.0,62641.0,55068.0,45007.0,51683.0,50130.0,55229.0,45410.0,52557.0,57802.0,54300.0,65875.0,69626.0,65600.0,80037.0,82912.0,85232.0,82933.0,83932.0,89238.0
151,Kachchh,26281.0,35101.0,36341.0,50747.0,54800.0,58091.0,62573.0,67840.0,75312.0,86786.0,93401.0,88528.0,91086.0,102384.0,91135.0,114011.0,112098.0,112369.0,117608.0,118163.0,135885.0,118454.0,215495.0,222329.0,209905.0,311317.0,295809.0,303391.0,270869.0,298269.0,318628.0
152,Kheda,21589.0,24658.0,24345.0,31183.0,30018.0,30653.0,30914.0,33720.0,37087.0,36540.0,37552.0,33176.0,36771.0,33870.0,27956.0,35570.0,31948.0,37928.0,33181.0,39654.0,41386.0,42206.0,50502.0,56747.0,54591.0,62198.0,67160.0,70325.0,71206.0,75204.0,84186.0
153,Mahesana,43329.0,44393.0,42484.0,52206.0,53403.0,57414.0,51390.0,53846.0,58559.0,58792.0,60185.0,52456.0,53968.0,44938.0,39524.0,47256.0,46064.0,56753.0,48800.0,51567.0,54773.0,56081.0,64416.0,69085.0,66119.0,76577.0,80382.0,90730.0,93105.0,99058.0,106420.0
154,Mahisagar,1770.0,3089.0,4614.0,6191.0,6301.0,5931.0,6380.0,8002.0,9331.0,9937.0,9856.0,8382.0,9677.0,9799.0,7443.0,11366.0,7368.0,10387.0,9143.0,11639.0,10254.0,11280.0,22082.0,22993.0,21819.0,25136.0,26870.0,26186.0,24897.0,26350.0,28224.0
155,Morbi,15356.0,22345.0,22771.0,30107.0,30429.0,35157.0,35146.0,39507.0,44905.0,50301.0,48307.0,42828.0,44459.0,40857.0,35166.0,41985.0,39635.0,43183.0,39320.0,43206.0,49689.0,44297.0,54894.0,58356.0,58900.0,70846.0,73824.0,82397.0,83895.0,92329.0,100977.0
156,Narmada,3921.0,5296.0,7778.0,6642.0,6440.0,5821.0,7451.0,8661.0,9509.0,8835.0,8075.0,9851.0,8717.0,7888.0,7378.0,9034.0,8042.0,8665.0,9839.0,11905.0,8582.0,8043.0,19593.0,22346.0,21437.0,26820.0,28925.0,29644.0,26582.0,29022.0,30164.0
157,Navsari,12224.0,14207.0,13559.0,16945.0,17006.0,17389.0,18577.0,19606.0,21239.0,21616.0,22604.0,21192.0,22065.0,19861.0,16834.0,21031.0,18920.0,21034.0,19996.0,21742.0,22686.0,23343.0,24908.0,26096.0,25240.0,28668.0,30765.0,33509.0,31692.0,35572.0,42874.0
158,Panch Mahals,10519.0,11901.0,12361.0,16152.0,15975.0,15548.0,15721.0,17090.0,19363.0,18717.0,18342.0,16483.0,17584.0,16377.0,12393.0,17774.0,15802.0,18201.0,16754.0,21675.0,21695.0,24104.0,32825.0,35191.0,33714.0,38546.0,41427.0,42763.0,42769.0,45714.0,50544.0
159,Patan,15189.0,17358.0,17253.0,24324.0,21878.0,25183.0,24995.0,28517.0,29882.0,33047.0,31531.0,28025.0,28139.0,23646.0,20577.0,27016.0,20369.0,28099.0,30315.0,31444.0,26805.0,28412.0,56751.0,58339.0,55625.0,66513.0,68275.0,72353.0,70301.0,74971.0,79610.0
160,Porbandar,11975.0,13351.0,12797.0,16896.0,17067.0,19058.0,20610.0,21960.0,23714.0,23380.0,24152.0,21507.0,21844.0,21194.0,18712.0,21175.0,19335.0,20234.0,16596.0,18159.0,20301.0,19466.0,22758.0,23475.0,23316.0,27295.0,28131.0,29447.0,29942.0,32187.0,32813.0
161,Rajkot,41208.0,48569.0,46764.0,62919.0,63312.0,70530.0,72538.0,79453.0,84138.0,81062.0,82245.0,73945.0,77210.0,69362.0,61968.0,72144.0,70321.0,77086.0,68295.0,78011.0,88260.0,84294.0,94805.0,99009.0,98178.0,111418.0,112655.0,122369.0,126347.0,132989.0,142807.0
162,Sabar Kantha,17674.0,20323.0,19732.0,24784.0,24917.0,25835.0,24520.0,28242.0,33241.0,33337.0,33543.0,30778.0,33688.0,26611.0,21672.0,28959.0,24776.0,30528.0,24640.0,27481.0,26602.0,28144.0,40784.0,42854.0,40629.0,49725.0,53087.0,55747.0,54815.0,58781.0,62636.0
163,Surat,43987.0,47602.0,49610.0,56935.0,56752.0,62058.0,68576.0,72638.0,77180.0,80003.0,84928.0,71133.0,74752.0,68489.0,68134.0,75217.0,71624.0,79876.0,79254.0,81423.0,86765.0,88691.0,93345.0,99396.0,98591.0,105983.0,111394.0,121035.0,117358.0,124365.0,133322.0
164,Surendranagar,15065.0,26931.0,29081.0,41471.0,37856.0,44160.0,47323.0,51769.0,59048.0,63617.0,61642.0,53307.0,57062.0,53783.0,43143.0,54552.0,47614.0,52072.0,50648.0,55703.0,55942.0,51402.0,88637.0,92238.0,90217.0,107100.0,111402.0,114892.0,109635.0,117362.0,127433.0
165,Tapi,7877.0,10054.0,10838.0,12187.0,12353.0,11821.0,13768.0,15240.0,17745.0,17090.0,17190.0,16003.0,16408.0,14748.0,13423.0,17530.0,16320.0,16972.0,16214.0,19476.0,17954.0,18219.0,27616.0,30388.0,29261.0,34870.0,36580.0,37510.0,35773.0,38240.0,41166.0
166,The Dangs,177.0,647.0,609.0,803.0,1021.0,610.0,931.0,1190.0,1433.0,1065.0,730.0,1129.0,902.0,1481.0,973.0,1930.0,1230.0,745.0,911.0,1466.0,738.0,886.0,7845.0,10344.0,10393.0,14659.0,15194.0,15153.0,11068.0,11850.0,13923.0
167,Vadodara,37932.0,42098.0,40212.0,49486.0,49084.0,50903.0,50714.0,52929.0,56479.0,56102.0,57902.0,54995.0,55891.0,52147.0,47079.0,54687.0,53592.0,59067.0,57532.0,63267.0,67252.0,64369.0,75741.0,78986.0,77487.0,85217.0,89815.0,98596.0,101285.0,105872.0,116771.0
168,Valsad,14442.0,17470.0,16566.0,20673.0,20547.0,21971.0,23888.0,24800.0,27967.0,27570.0,28020.0,27125.0,28623.0,27645.0,23660.0,30670.0,29197.0,29996.0,30062.0,33255.0,34871.0,35118.0,40717.0,43506.0,41008.0,47170.0,50380.0,55503.0,54041.0,56796.0,63647.0
169,Ambala,24160.0,21562.0,20799.0,27603.0,29608.0,31284.0,30170.0,32473.0,33915.0,39620.0,39067.0,36359.0,42187.0,40825.0,36438.0,41198.0,39101.0,49020.0,40655.0,40850.0,47637.0,44643.0,42888.0,38839.0,37148.0,41044.0,39242.0,46415.0,46952.0,50860.0,54596.0
170,Bhiwani,33137.0,31406.0,28715.0,37060.0,41337.0,41363.0,43283.0,45540.0,47158.0,47657.0,46977.0,44835.0,53148.0,51255.0,48231.0,55737.0,50485.0,66568.0,56732.0,57231.0,66015.0,68150.0,68034.0,61005.0,58571.0,67498.0,69437.0,74671.0,75451.0,78930.0,81309.0
171,Faridabad,21985.0,22946.0,21762.0,25360.0,28135.0,26240.0,26543.0,28290.0,30060.0,31730.0,32150.0,30048.0,34189.0,33136.0,34758.0,37960.0,38418.0,43249.0,40584.0,42978.0,47230.0,46928.0,51230.0,47566.0,47223.0,49955.0,50592.0,57356.0,58791.0,59714.0,60552.0
