Col_A_Block_1,Col_B_Block_1,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
259,Chikballapura,13452.0,16553.0,16711.0,23441.0,25366.0,24460.0,28410.0,29123.0,29822.0,31259.0,31799.0,34317.0,38949.0,36343.0,33404.0,38262.0,35458.0,40392.0,40658.0,41862.0,46355.0,41861.0,48119.0,49744.0,47452.0,53257.0,55896.0,60669.0,60407.0,62538.0,70166.0
260,Chikmagalur,3265.0,9963.0,10279.0,11767.0,11795.0,9377.0,22275.0,18922.0,22948.0,19001.0,17434.0,14973.0,20142.0,22100.0,19038.0,23746.0,15332.0,15326.0,22692.0,26300.0,31852.0,24317.0,42743.0,50345.0,46072.0,60163.0,63267.0,63712.0,55457.0,57511.0,66800.0
261,Chitradurga,9077.0,13345.0,15395.0,20567.0,26715.0,23194.0,35965.0,32347.0,42863.0,36108.0,41387.0,39614.0,47788.0,46460.0,42319.0,52919.0,47017.0,59058.0,57100.0,57527.0,69425.0,52838.0,79854.0,83402.0,79851.0,90162.0,92012.0,95371.0,94757.0,105048.0,116667.0
262,Dakshina Kannada,9541.0,13348.0,15214.0,21124.0,21983.0,18582.0,28623.0,27381.0,30091.0,30029.0,30211.0,30129.0,32716.0,31766.0,27891.0,30499.0,29620.0,32400.0,33614.0,40357.0,42659.0,39245.0,36861.0,42826.0,38244.0,51744.0,51992.0,55285.0,49750.0,53152.0,57252.0
263,Davanagere,11379.0,17531.0,19233.0,25888.0,23919.0,22515.0,34712.0,31729.0,41855.0,38605.0,39543.0,37263.0,45053.0,43765.0,37387.0,47348.0,46232.0,53057.0,47844.0,50581.0,58874.0,47529.0,65714.0,69387.0,68607.0,77004.0,79020.0,82923.0,83373.0,92422.0,102561.0
264,Dharwad,10218.0,14991.0,15954.0,19249.0,19604.0,18536.0,25440.0,25853.0,27649.0,28121.0,27741.0,29257.0,32976.0,32243.0,29714.0,34588.0,32748.0,38959.0,35046.0,36989.0,40522.0,40176.0,45360.0,47701.0,47038.0,52339.0,55088.0,58605.0,58795.0,61790.0,67797.0
265,Gadag,4407.0,6543.0,8157.0,9451.0,10204.0,11383.0,16456.0,15863.0,19593.0,17473.0,16126.0,19779.0,21520.0,23180.0,18985.0,23051.0,23335.0,25622.0,24908.0,23838.0,26125.0,24250.0,40086.0,43232.0,41470.0,46184.0,47719.0,50093.0,49774.0,51634.0,56247.0
266,Gulbarga,18402.0,28378.0,34684.0,41876.0,44232.0,40646.0,51106.0,63203.0,62235.0,59443.0,62686.0,55339.0,63590.0,63874.0,58456.0,72267.0,66717.0,67193.0,73419.0,86365.0,93248.0,95375.0,113746.0,117999.0,111716.0,124106.0,127009.0,128518.0,124103.0,129427.0,139170.0
267,Hassan,6306.0,13871.0,14854.0,22577.0,22187.0,19893.0,31463.0,31061.0,33898.0,36140.0,35694.0,38272.0,44262.0,43204.0,42587.0,51131.0,47428.0,55522.0,48849.0,51939.0,57866.0,49393.0,66062.0,67585.0,65212.0,77292.0,79072.0,84223.0,88393.0,96943.0,105946.0
268,Haveri,7054.0,12364.0,14492.0,20086.0,18374.0,18801.0,26592.0,27201.0,31434.0,31104.0,28871.0,32829.0,35283.0,32563.0,29724.0,36256.0,35076.0,39571.0,33692.0,36211.0,40595.0,38617.0,45616.0,47412.0,44902.0,51248.0,53101.0,56747.0,57005.0,62416.0,71798.0
269,Kodagu,1736.0,2563.0,4611.0,5976.0,4997.0,4157.0,8170.0,8523.0,8940.0,6891.0,7078.0,6462.0,7596.0,6981.0,6043.0,5415.0,4948.0,4804.0,9011.0,9749.0,10822.0,8291.0,15198.0,20324.0,14943.0,26904.0,29300.0,27323.0,20189.0,20629.0,27089.0
270,Kolar,17409.0,19072.0,20121.0,25752.0,28885.0,28048.0,30762.0,33345.0,35393.0,36050.0,37498.0,39860.0,45831.0,44196.0,42542.0,47660.0,42471.0,50010.0,50376.0,49185.0,53352.0,51434.0,56265.0,59781.0,56599.0,64469.0,67535.0,77372.0,79594.0,84137.0,93159.0
271,Koppal,12466.0,16870.0,19649.0,22785.0,25040.0,25591.0,30560.0,29544.0,32390.0,31118.0,32903.0,32414.0,33981.0,33830.0,30140.0,36995.0,35248.0,37069.0,36008.0,38305.0,45349.0,38152.0,55810.0,57991.0,55516.0,61440.0,62310.0,65276.0,64716.0,67513.0,73190.0
272,Mandya,15908.0,19564.0,23032.0,27247.0,24980.0,25863.0,32710.0,35190.0,37919.0,41273.0,42828.0,46416.0,51174.0,47036.0,47592.0,55500.0,54164.0,56488.0,50306.0,54408.0,57194.0,50771.0,56984.0,60334.0,56447.0,64534.0,64875.0,70500.0,72675.0,78380.0,84714.0
273,Mysore,18387.0,20640.0,25260.0,31447.0,29082.0,27740.0,34587.0,35290.0,39430.0,41717.0,42361.0,46409.0,53821.0,48534.0,49047.0,60297.0,58986.0,65240.0,62192.0,66740.0,69074.0,63138.0,78254.0,81102.0,74023.0,83798.0,82905.0,87633.0,85237.0,89515.0,96183.0
274,Raichur,11822.0,19207.0,25356.0,26700.0,32249.0,30551.0,39616.0,40128.0,41652.0,39298.0,47813.0,40823.0,47179.0,45912.0,39111.0,54444.0,51275.0,56807.0,53916.0,55779.0,64829.0,57849.0,85906.0,89563.0,86413.0,94352.0,95395.0,98341.0,96030.0,97510.0,103895.0
275,Ramanagara,12126.0,15617.0,17380.0,20616.0,20500.0,20531.0,23651.0,25823.0,27276.0,29885.0,31324.0,30243.0,36489.0,33794.0,31315.0,36508.0,35754.0,41024.0,40313.0,41879.0,45172.0,43317.0,46785.0,49432.0,45888.0,52998.0,55169.0,62355.0,62758.0,66312.0,69642.0
276,Shimoga,4592.0,9280.0,9005.0,13043.0,12592.0,9754.0,19134.0,14269.0,23512.0,17486.0,17608.0,14576.0,25937.0,22857.0,16768.0,22463.0,20829.0,25264.0,22672.0,30021.0,35267.0,27789.0,34995.0,48957.0,37696.0,63294.0,64750.0,61499.0,54044.0,59900.0,67799.0
277,Tumkur,26966.0,37508.0,37247.0,48963.0,52940.0,51848.0,60533.0,60319.0,66592.0,69890.0,70110.0,69984.0,80585.0,74036.0,68339.0,83566.0,70822.0,86635.0,86048.0,88793.0,101810.0,91882.0,107423.0,114937.0,109326.0,124678.0,128030.0,138401.0,140594.0,149794.0,160138.0
278,Udupi,6255.0,10250.0,9662.0,10286.0,11731.0,10867.0,16415.0,15210.0,18897.0,16924.0,17257.0,16481.0,18380.0,19136.0,15180.0,18801.0,19208.0,21611.0,20947.0,24990.0,27953.0,26153.0,23514.0,28188.0,24395.0,33623.0,33980.0,34635.0,31658.0,33435.0,36807.0
279,Uttara Kannada,6088.0,11249.0,11526.0,15213.0,13172.0,11538.0,22653.0,18852.0,23386.0,20670.0,19544.0,21942.0,29715.0,27647.0,19025.0,22918.0,20287.0,27960.0,20787.0,24759.0,28507.0,30224.0,38133.0,48771.0,40470.0,66306.0,70002.0,67972.0,56104.0,58001.0,68251.0
280,Yadgir,5570.0,7409.0,12354.0,13901.0,15009.0,12329.0,20034.0,23816.0,21948.0,20455.0,25564.0,17557.0,21231.0,21357.0,20280.0,27058.0,23753.0,25588.0,29091.0,33803.0,38445.0,37807.0,49941.0,52795.0,50265.0,55232.0,57070.0,58676.0,55464.0,56572.0,59855.0
281,Alappuzha,14306.0,14979.0,14891.0,17172.0,16724.0,15796.0,16677.0,18345.0,19838.0,19716.0,20786.0,19707.0,22289.0,19836.0,19787.0,20864.0,18788.0,19959.0,20647.0,19001.0,21366.0,21011.0,14275.0,15189.0,14306.0,16768.0,17679.0,21052.0,20494.0,25062.0,27917.0
282,Ernakulam,28742.0,30962.0,29483.0,36873.0,36062.0,34500.0,37731.0,39575.0,42104.0,42340.0,44662.0,41040.0,47470.0,45136.0,43826.0,48177.0,45281.0,47097.0,48669.0,47803.0,49979.0,51371.0,39479.0,41794.0,41172.0,47628.0,47635.0,54794.0,51257.0,58523.0,61254.0
283,Idukki,5588.0,11881.0,10605.0,13226.0,11866.0,8079.0,17183.0,15242.0,17816.0,17739.0,18453.0,13252.0,27590.0,18806.0,14422.0,20882.0,16353.0,20228.0,20103.0,18620.0,23655.0,24390.0,29600.0,31162.0,28141.0,35349.0,33482.0,36928.0,36206.0,33703.0,36319.0
284,Kannur,10161.0,10782.0,10431.0,13217.0,11990.0,11576.0,19882.0,19991.0,21865.0,21279.0,22182.0,21503.0,24490.0,22807.0,21028.0,23464.0,20543.0,21811.0,21871.0,23650.0,24746.0,24403.0,12989.0,17382.0,13654.0,24162.0,24226.0,28355.0,26845.0,28374.0,32533.0
285,Kasaragod,3343.0,5090.0,5783.0,6995.0,6445.0,6001.0,10948.0,10739.0,12002.0,11848.0,12505.0,12129.0,13227.0,12847.0,11213.0,12787.0,11872.0,12400.0,13379.0,15002.0,15540.0,14359.0,8966.0,11149.0,9466.0,16829.0,16896.0,19265.0,17846.0,19272.0,22308.0
286,Kollam,18543.0,20094.0,19161.0,23279.0,21498.0,18774.0,21587.0,23578.0,26047.0,26454.0,28204.0,27176.0,32491.0,29967.0,29951.0,32472.0,27403.0,31981.0,31428.0,28947.0,33100.0,33245.0,22410.0,24537.0,23042.0,27896.0,29663.0,34855.0,34189.0,38113.0,42077.0
287,Kottayam,14826.0,17093.0,16057.0,19707.0,18121.0,16596.0,18881.0,19844.0,22843.0,21981.0,23710.0,21071.0,26503.0,22944.0,21806.0,24559.0,21682.0,22947.0,23123.0,23184.0,25042.0,25332.0,18598.0,20029.0,18628.0,22143.0,22447.0,25612.0,25440.0,28547.0,31473.0
288,Kozhikode,11661.0,13968.0,13430.0,15996.0,15272.0,13944.0,18376.0,18195.0,20061.0,20697.0,21253.0,20434.0,25163.0,24069.0,22140.0,24322.0,21819.0,23221.0,22833.0,23722.0,26195.0,25730.0,13979.0,16946.0,16149.0,21654.0,21719.0,24313.0,23274.0,25822.0,29261.0
289,Malappuram,11558.0,16502.0,15990.0,17899.0,17435.0,13941.0,19803.0,18362.0,21024.0,23481.0,27983.0,26924.0,31215.0,28066.0,26183.0,29270.0,26279.0,29430.0,28950.0,28755.0,33574.0,32882.0,20762.0,24127.0,22302.0,29476.0,28542.0,33530.0,33185.0,38559.0,43201.0
290,Palakkad,14341.0,22589.0,22230.0,25940.0,25000.0,21712.0,29001.0,27676.0,29595.0,29901.0,33486.0,32932.0,40589.0,36176.0,34585.0,38069.0,33740.0,38809.0,37893.0,36482.0,41839.0,40163.0,33732.0,37669.0,35517.0,43119.0,42910.0,48457.0,46388.0,50661.0,57252.0
291,Pathanamthitta,10637.0,11831.0,11430.0,13761.0,12868.0,11005.0,14294.0,13141.0,15487.0,14555.0,15998.0,14720.0,18853.0,16672.0,16285.0,17899.0,15152.0,18254.0,17814.0,16897.0,18590.0,18271.0,17524.0,18538.0,17829.0,21012.0,21283.0,23831.0,24095.0,25180.0,27807.0
292,Thiruvananthapuram,21429.0,22924.0,19935.0,23858.0,22476.0,20266.0,22758.0,26235.0,29666.0,32936.0,33852.0,30980.0,36270.0,34218.0,34720.0,36906.0,32739.0,36539.0,36917.0,36454.0,40841.0,40411.0,27779.0,28623.0,29252.0,34381.0,37376.0,42697.0,43069.0,46389.0,49430.0
293,Thrissur,19142.0,23117.0,22360.0,26738.0,25672.0,23878.0,27803.0,27752.0,30788.0,32576.0,37430.0,32697.0,40860.0,38353.0,35871.0,39099.0,34890.0,37658.0,37301.0,36113.0,39898.0,40018.0,27664.0,31694.0,28712.0,36267.0,36644.0,42867.0,43037.0,47763.0,51375.0
294,Wayanad,3443.0,4001.0,4621.0,7545.0,7605.0,5626.0,8191.0,8020.0,9853.0,10219.0,10449.0,9199.0,12210.0,10272.0,9687.0,11914.0,10396.0,11147.0,10297.0,10590.0,12426.0,11943.0,9632.0,12425.0,10083.0,16086.0,15699.0,17142.0,14461.0,16246.0,17993.0
295,Lakshadweep,45.0,154.0,119.0,141.0,177.0,143.0,161.0,147.0,138.0,119.0,154.0,147.0,157.0,137.0,105.0,145.0,138.0,161.0,142.0,181.0,184.0,194.0,269.0,274.0,271.0,282.0,283.0,289.0,123.0,298.0,297.0
296,Agar Malwa,5232.0,7648.0,8986.0,14675.0,12969.0,8384.0,13532.0,14816.0,15642.0,10193.0,7060.0,3590.0,5896.0,5833.0,2583.0,4468.0,3185.0,2414.0,2008.0,2671.0,2693.0,3337.0,25739.0,26593.0,25818.0,29893.0,30848.0,32860.0,33206.0,33899.0,36786.0
297,Alirajpur,1039.0,1160.0,1941.0,4106.0,4867.0,4477.0,6317.0,4504.0,3471.0,2749.0,3322.0,3194.0,1846.0,1545.0,1123.0,3347.0,2696.0,2319.0,2035.0,2467.0,2252.0,2856.0,27167.0,30051.0,28675.0,35569.0,40489.0,39526.0,34615.0,35853.0,39265.0
298,Anuppur,5407.0,4988.0,5909.0,7978.0,7719.0,7236.0,8782.0,8321.0,10359.0,8421.0,10543.0,8450.0,10665.0,9247.0,8219.0,10262.0,9155.0,8861.0,8193.0,10985.0,12975.0,16164.0,27052.0,27549.0,26532.0,30281.0,30184.0,32620.0,31263.0,33264.0,34414.0
299,Ashoknagar,2020.0,3870.0,5690.0,9005.0,5881.0,4199.0,4740.0,5494.0,8002.0,6601.0,4486.0,3484.0,7437.0,5946.0,4670.0,6154.0,5010.0,3775.0,5218.0,5512.0,6857.0,6684.0,44292.0,44224.0,43112.0,51538.0,52411.0,58443.0,59336.0,60643.0,63222.0
300,Balaghat,5732.0,7197.0,7348.0,13037.0,12454.0,8050.0,15301.0,12969.0,16208.0,8604.0,16547.0,10885.0,11994.0,12694.0,9277.0,16100.0,13235.0,10166.0,10491.0,15428.0,20315.0,21244.0,63556.0,63795.0,59575.0,85133.0,85235.0,85469.0,69318.0,75651.0,90075.0
301,Barwani,7750.0,6703.0,8828.0,15739.0,16883.0,15504.0,19762.0,21189.0,21219.0,16499.0,16173.0,10860.0,16610.0,11974.0,7175.0,14814.0,12429.0,9530.0,9224.0,11269.0,7825.0,10051.0,39047.0,41018.0,38386.0,53110.0,55700.0,58294.0,54556.0,56225.0,61250.0
302,Betul,8688.0,10751.0,13564.0,19613.0,17141.0,11163.0,20625.0,16246.0,19783.0,15047.0,15083.0,11923.0,14956.0,14354.0,8240.0,15390.0,17320.0,8225.0,10410.0,14520.0,14412.0,19309.0,62701.0,67514.0,68320.0,96405.0,98304.0,99009.0,80745.0,95463.0,102310.0
303,Bhind,14815.0,14629.0,19258.0,25004.0,23576.0,18569.0,19273.0,15247.0,13000.0,12787.0,15787.0,10786.0,12217.0,10672.0,10772.0,15177.0,13561.0,8014.0,12687.0,9479.0,9432.0,14079.0,49328.0,50973.0,53289.0,63859.0,67306.0,74957.0,74867.0,78541.0,76652.0
304,Bhopal,21046.0,21764.0,22644.0,29149.0,28420.0,23165.0,29044.0,29950.0,29282.0,28162.0,28865.0,25127.0,30594.0,30144.0,27999.0,32058.0,31640.0,28965.0,31890.0,35463.0,39928.0,38553.0,52204.0,55713.0,54830.0,60453.0,64038.0,70212.0,71800.0,75408.0,79460.0
305,Burhanpur,4630.0,5496.0,5045.0,8771.0,9472.0,8382.0,11673.0,11052.0,12502.0,9373.0,7086.0,6144.0,9101.0,8102.0,5008.0,7585.0,8372.0,6173.0,5132.0,6221.0,7082.0,7109.0,20586.0,22612.0,21971.0,30187.0,31559.0,31671.0,26749.0,32279.0,32983.0
306,Chhatarpur,9604.0,13422.0,19487.0,24369.0,25119.0,17518.0,21563.0,23514.0,25960.0,19169.0,21465.0,15083.0,20447.0,18162.0,17073.0,22101.0,16150.0,12334.0,15933.0,16335.0,16001.0,25021.0,82674.0,84524.0,86346.0,103033.0,109408.0,117637.0,112990.0,118087.0,128320.0
307,Chhindwara,14128.0,16717.0,16117.0,29525.0,24562.0,16874.0,26995.0,30422.0,37596.0,25496.0,29856.0,22143.0,28656.0,25016.0,13670.0,26848.0,27192.0,13817.0,15863.0,27191.0,30412.0,31822.0,76710.0,84673.0,80518.0,117617.0,119397.0,121288.0,96179.0,109817.0,126150.0
308,Damoh,8958.0,11546.0,15803.0,21110.0,21793.0,13831.0,22328.0,16444.0,17013.0,10962.0,16261.0,9354.0,13497.0,12116.0,9684.0,18032.0,13147.0,9783.0,10599.0,12916.0,18719.0,28805.0,64981.0,66742.0,67648.0,82629.0,85461.0,89684.0,83259.0,87060.0,89646.0
309,Datia,7371.0,10359.0,11926.0,15245.0,15501.0,13984.0,13523.0,12669.0,12294.0,10649.0,11554.0,8592.0,9623.0,9328.0,8786.0,11984.0,8903.0,6432.0,7860.0,5985.0,7029.0,11592.0,29125.0,28819.0,30139.0,36782.0,39710.0,44947.0,41028.0,43140.0,43022.0
310,Dewas,22027.0,23294.0,23981.0,37419.0,39857.0,32777.0,39994.0,38175.0,37333.0,32016.0,27790.0,16949.0,29308.0,28436.0,19339.0,21523.0,24450.0,15288.0,17588.0,21352.0,18438.0,20245.0,68537.0,70828.0,68897.0,80235.0,83693.0,86639.0,87549.0,94573.0,103124.0
311,Dhar,25936.0,23730.0,29214.0,42828.0,46228.0,44372.0,49292.0,49004.0,45859.0,38030.0,37520.0,31011.0,39542.0,30449.0,14967.0,32663.0,35359.0,22230.0,33678.0,34061.0,27390.0,22348.0,75870.0,81306.0,78640.0,97475.0,103948.0,110472.0,104314.0,108532.0,124640.0
312,Dindori,382.0,382.0,541.0,849.0,752.0,710.0,1063.0,693.0,1026.0,600.0,1223.0,661.0,867.0,761.0,435.0,757.0,664.0,540.0,461.0,783.0,1364.0,2894.0,29127.0,35916.0,32424.0,58127.0,57903.0,56702.0,48386.0,54874.0,64025.0
313,East Nimar,8341.0,8407.0,11420.0,20822.0,21002.0,18152.0,27432.0,21616.0,23139.0,14331.0,16711.0,8113.0,16086.0,16889.0,9618.0,12528.0,11624.0,8261.0,10198.0,14811.0,13176.0,14408.0,56876.0,59071.0,62725.0,73560.0,75851.0,77377.0,70160.0,77499.0,82991.0
314,Guna,8875.0,12507.0,15691.0,25158.0,23416.0,14810.0,20436.0,23847.0,29271.0,25055.0,20227.0,13298.0,20464.0,15666.0,14703.0,18929.0,18372.0,12745.0,12961.0,13748.0,17013.0,19926.0,67206.0,70731.0,68777.0,79440.0,79364.0,86861.0,87897.0,88523.0,93392.0
315,Gwalior,18268.0,22518.0,24788.0,30020.0,30124.0,28265.0,27344.0,25725.0,26852.0,26046.0,28266.0,26051.0,27902.0,26725.0,25231.0,29759.0,25777.0,25007.0,24054.0,24912.0,29581.0,32721.0,60777.0,64601.0,65594.0,78783.0,80767.0,87476.0,83967.0,88252.0,92195.0
316,Harda,7167.0,9348.0,10251.0,13521.0,15111.0,11507.0,14013.0,14329.0,12016.0,9631.0,11088.0,8419.0,14118.0,13705.0,8027.0,14190.0,14359.0,4257.0,7919.0,13283.0,10345.0,12305.0,26562.0,24885.0,25492.0,38591.0,36867.0,43736.0,39225.0,38302.0,48518.0
317,Hoshangabad,15089.0,19255.0,20053.0,26344.0,28373.0,20036.0,27695.0,25621.0,27432.0,22068.0,24595.0,24424.0,29045.0,27010.0,19374.0,31359.0,28004.0,14853.0,20578.0,27109.0,31516.0,32401.0,60447.0,55013.0,57955.0,76011.0,70596.0,86630.0,78957.0,82655.0,116812.0
318,Indore,33084.0,34362.0,33736.0,44859.0,47852.0,45364.0,49182.0,50174.0,49506.0,46165.0,45248.0,40599.0,48341.0,47730.0,40623.0,52757.0,50432.0,48016.0,53391.0,58155.0,59875.0,54868.0,74301.0,80633.0,78554.0,86452.0,90817.0,99759.0,102132.0,105820.0,116774.0
319,Jabalpur,23256.0,24304.0,26057.0,30673.0,31237.0,24329.0,30541.0,32410.0,34148.0,33686.0,34044.0,30220.0,36034.0,32124.0,30345.0,36052.0,34374.0,27629.0,30086.0,34802.0,37249.0,42824.0,56877.0,58442.0,57741.0,68412.0,71038.0,78856.0,76942.0,80452.0,86181.0
320,Jhabua,3575.0,3951.0,5693.0,10309.0,11908.0,10924.0,13043.0,11400.0,8412.0,5995.0,7603.0,7153.0,6858.0,5215.0,2199.0,5492.0,4499.0,3491.0,3598.0,6118.0,4156.0,5034.0,33196.0,34614.0,33491.0,41423.0,47197.0,47758.0,45411.0,46803.0,50999.0
321,Katni,9330.0,9195.0,15981.0,19533.0,19273.0,15078.0,20993.0,19745.0,22600.0,17500.0,22657.0,15569.0,23024.0,19733.0,18083.0,27503.0,22287.0,19725.0,24422.0,29735.0,31971.0,39573.0,64847.0,65904.0,66059.0,77754.0,81145.0,85462.0,83109.0,89205.0,98702.0
322,Mandla,2422.0,2387.0,3241.0,5109.0,4469.0,4850.0,6012.0,5139.0,6354.0,5075.0,7255.0,4088.0,4794.0,5402.0,4691.0,8159.0,8883.0,7403.0,6061.0,8074.0,7976.0,9059.0,36997.0,44411.0,38930.0,62565.0,62744.0,63281.0,58542.0,61573.0,67581.0
323,Mandsaur,18639.0,25097.0,25525.0,37318.0,34015.0,28169.0,34885.0,37395.0,37548.0,32956.0,28826.0,22295.0,24146.0,25253.0,13073.0,24271.0,17815.0,12301.0,18719.0,22651.0,19429.0,17093.0,53226.0,54548.0,53470.0,63779.0,66933.0,69183.0,67869.0,71450.0,77530.0
324,Morena,10800.0,14300.0,17588.0,22391.0,20299.0,17435.0,18375.0,14499.0,14912.0,12896.0,14188.0,15051.0,13257.0,13482.0,11389.0,14855.0,12745.0,9098.0,9950.0,10525.0,12636.0,19538.0,52873.0,55985.0,56646.0,70090.0,71873.0,76182.0,75154.0,79266.0,80575.0
325,Narsimhapur,16182.0,20652.0,21264.0,27605.0,29187.0,18605.0,30381.0,32800.0,32869.0,28449.0,27649.0,22642.0,34062.0,28649.0,25077.0,37311.0,39404.0,21206.0,19252.0,24401.0,31597.0,38511.0,51137.0,54427.0,52849.0,64747.0,66412.0,74260.0,67813.0,70601.0,76482.0
326,Neemuch,12725.0,15199.0,15136.0,21450.0,21474.0,19129.0,20851.0,22699.0,23728.0,22703.0,18980.0,16281.0,19545.0,15951.0,10991.0,14755.0,13931.0,11556.0,14298.0,15076.0,18254.0,18997.0,40512.0,41318.0,40324.0,47671.0,49782.0,50322.0,48728.0,49633.0,54050.0
327,Panna,2230.0,2777.0,4028.0,7261.0,7011.0,4807.0,8262.0,7081.0,6776.0,4639.0,6325.0,4192.0,5575.0,4552.0,3333.0,5352.0,3231.0,2828.0,4022.0,3898.0,5698.0,10922.0,49691.0,51314.0,52541.0,68836.0,71942.0,75049.0,65679.0,72120.0,79727.0
328,Raisen,10803.0,14654.0,19789.0,26109.0,26465.0,14538.0,23434.0,22126.0,21142.0,12987.0,16281.0,13794.0,20089.0,18164.0,15028.0,22811.0,18641.0,12361.0,12991.0,20528.0,27916.0,27415.0,80127.0,86084.0,83861.0,97860.0,105376.0,113230.0,112928.0,125725.0,126229.0
329,Rajgarh,17853.0,18434.0,22673.0,35001.0,29614.0,22376.0,35681.0,38377.0,43096.0,35395.0,24552.0,13770.0,23058.0,17313.0,11775.0,11569.0,7232.0,6657.0,8897.0,9284.0,14305.0,17831.0,60723.0,62096.0,61286.0,70949.0,72911.0,80604.0,81290.0,84092.0,89117.0
330,Ratlam,18364.0,21185.0,21533.0,32174.0,33000.0,27184.0,32337.0,32042.0,31276.0,28518.0,24121.0,21869.0,22231.0,21455.0,12337.0,19715.0,22293.0,16089.0,13617.0,11298.0,14942.0,13990.0,50627.0,51903.0,50556.0,59839.0,63170.0,67725.0,69628.0,71636.0,79082.0
331,Rewa,10574.0,14099.0,19855.0,21783.0,24949.0,17818.0,22595.0,21333.0,23935.0,17896.0,16961.0,12871.0,15336.0,14734.0,12622.0,19972.0,14634.0,13402.0,22413.0,22895.0,27529.0,40538.0,70434.0,74095.0,74853.0,90547.0,96543.0,105790.0,103191.0,107445.0,112436.0
332,Sagar,19919.0,23747.0,29350.0,39716.0,40280.0,21708.0,36516.0,32424.0,32453.0,22180.0,29317.0,19151.0,29991.0,28279.0,22334.0,39000.0,33351.0,28375.0,31892.0,40122.0,43488.0,47191.0,108176.0,110463.0,110174.0,128995.0,135249.0,143673.0,135293.0,142845.0,151316.0
333,Satna,14324.0,17495.0,25469.0,29552.0,31853.0,24862.0,30140.0,30579.0,34808.0,25349.0,26464.0,22179.0,31237.0,27382.0,20421.0,30045.0,27911.0,19063.0,28481.0,31221.0,39282.0,50405.0,82802.0,86596.0,88384.0,106037.0,111431.0,117305.0,119557.0,125063.0,132954.0
334,Sehore,15706.0,19868.0,21727.0,30019.0,30846.0,18502.0,28891.0,26163.0,23049.0,16823.0,17750.0,10770.0,20994.0,22500.0,15388.0,23725.0,23517.0,16643.0,27751.0,26973.0,29050.0,27412.0,65261.0,67643.0,65038.0,80396.0,80965.0,87188.0,86494.0,88937.0,102564.0
335,Seoni,3691.0,3584.0,4698.0,10780.0,8164.0,5082.0,10148.0,8656.0,13064.0,6240.0,12476.0,3941.0,10712.0,8521.0,4455.0,10019.0,9544.0,7485.0,10168.0,14762.0,17940.0,19924.0,66999.0,71428.0,69374.0,86632.0,87899.0,90404.0,82388.0,87500.0,92754.0
336,Shahdol,7542.0,6152.0,7597.0,10135.0,9005.0,8725.0,10366.0,9754.0,11661.0,8795.0,10429.0,8914.0,10846.0,10207.0,9042.0,12441.0,11932.0,10851.0,10799.0,10798.0,12596.0,15877.0,61795.0,66930.0,60780.0,85743.0,86066.0,89659.0,83110.0,86824.0,94095.0
337,Shajapur,15271.0,16718.0,17106.0,24613.0,25321.0,19233.0,25936.0,26742.0,28746.0,24866.0,18990.0,9443.0,18415.0,19782.0,11437.0,17673.0,12162.0,7269.0,14616.0,14442.0,9453.0,9792.0,36434.0,37443.0,35750.0,40892.0,41650.0,44464.0,43775.0,45978.0,51051.0
338,Sheopur,2303.0,4575.0,6099.0,8168.0,7170.0,5202.0,5672.0,4911.0,4534.0,3392.0,3409.0,3608.0,5585.0,4907.0,2960.0,6319.0,6093.0,4266.0,4458.0,3873.0,4859.0,8698.0,38553.0,41502.0,38391.0,61785.0,56761.0,64398.0,57363.0,60355.0,63729.0
339,Shivpuri,7786.0,12398.0,17452.0,23378.0,20697.0,15581.0,15604.0,15515.0,15394.0,12492.0,12868.0,12002.0,11999.0,11334.0,11678.0,12435.0,9200.0,9070.0,9934.0,8738.0,12368.0,14549.0,87248.0,91297.0,87482.0,112493.0,115998.0,126197.0,118934.0,127003.0,129393.0
340,Sidhi,3399.0,2930.0,4945.0,6766.0,6999.0,4877.0,8342.0,6893.0,8181.0,5407.0,7231.0,5685.0,6336.0,6303.0,4170.0,7228.0,3534.0,3575.0,5451.0,4548.0,7064.0,13748.0,38960.0,42176.0,38742.0,52883.0,54214.0,57583.0,55647.0,59396.0,65325.0
341,Singrauli,11950.0,11033.0,12117.0,15630.0,14394.0,12696.0,14658.0,15522.0,16657.0,15849.0,16274.0,15820.0,14048.0,13822.0,12796.0,16200.0,15760.0,15768.0,23143.0,27226.0,32596.0,33691.0,68007.0,74074.0,67978.0,85670.0,87679.0,92153.0,91270.0,95502.0,100242.0
342,Tikamgarh,9837.0,15064.0,19198.0,24341.0,25140.0,16431.0,19888.0,21494.0,21673.0,19549.0,17939.0,13347.0,13220.0,14611.0,13204.0,18046.0,14067.0,9456.0,13081.0,9969.0,11427.0,23652.0,55241.0,57700.0,60931.0,68312.0,75333.0,81303.0,76905.0,80544.0,84728.0
343,Ujjain,32947.0,36233.0,35182.0,48165.0,51611.0,43824.0,50321.0,49799.0,47651.0,41937.0,38072.0,33531.0,43643.0,39010.0,20565.0,41780.0,39195.0,26326.0,19996.0,22683.0,25263.0,26775.0,68613.0,72037.0,73309.0,82415.0,85676.0,91230.0,94604.0,97193.0,106145.0
