NAME_2,Sum_of_Lights_2020
Nicobar Islands,1813.0
North and Middle Andaman,7968.0
South Andaman,7739.0
Anantapur,195409.0
Chittoor,193414.0
East Godavari,139602.0
Guntur,165488.0
Krishna,135470.0
Kurnool,169503.0
Nellore,154140.0
Prakasam,181414.0
Srikakulam,72405.0
Visakhapatnam,126685.0
Vizianagaram,52842.0
West Godavari,101702.0
Y.S.R.,147041.0
Anjaw,2016.0
Anjaw,1778.0
Changlang,15889.0
Dibang Valley,1001.0
East Kameng,4280.0
East Siang,4550.0
East Siang,5370.0
Kurung Kumey,2149.0
Lohit,8500.0
Lohit,0.0
Longding,2294.0
Lower Dibang Valley,3374.0
Lower Dibang Valley,574.0
Lower Subansiri,8569.0
Namsai,5161.0
Papum Pare,17971.0
Tawang,4270.0
Tirap,5413.0
Upper Siang,2737.0
Upper Subansiri,2807.0
West Kameng,14108.0
West Siang,6819.0
Baksa,22745.0
Barpeta,22727.0
Bongaigaon,13269.0
Cachar,36503.0
Chirang,14671.0
Darrang,17800.0
Dhemaji,16984.0
Dhubri,32170.0
Dibrugarh,63358.0
Dima Hasao,17869.0
Goalpara,24818.0
Golaghat,48617.0
Hailakandi,12619.0
Jorhat,27520.0
Kamrup,45246.0
Kamrup Metropolitan,22411.0
Karbi Anglong,57824.0
Karimganj,20753.0
Kokrajhar,32613.0
Lakhimpur,25546.0
Morigaon,16328.0
Nagaon,48672.0
Nalbari,10610.0
Sivasagar,40538.0
Sonitpur,53900.0
Tinsukia,74611.0
Udalguri,22209.0
Araria,49570.0
Arwal,15535.0
Aurangabad,67680.0
Banka,50520.0
Begusarai,50877.0
Bhagalpur,61755.0
Bhojpur,54303.0
Buxar,34203.0
Darbhanga,49411.0
Gaya,108405.0
Gopalganj,49675.0
Jamui,47206.0
Jehanabad,31340.0
Kaimur,41480.0
Katihar,48898.0
Khagaria,24225.0
Kishanganj,27380.0
Lakhisarai,24802.0
Madhepura,38789.0
Madhubani,69348.0
Munger,26363.0
Muzaffarpur,86625.0
Nalanda,61340.0
Nawada,44801.0
Pashchim Champaran,70539.0
Patna,108989.0
Purba Champaran,84537.0
Purnia,62339.0
Rohtas,69632.0
Saharsa,35117.0
Samastipur,63587.0
Saran,75350.0
Sheikhpura,14855.0
Sheohar,14820.0
Sitamarhi,41138.0
Siwan,54298.0
Supaul,45450.0
Vaishali,59571.0
Chandigarh,9488.0
Balod,27508.0
Baloda Bazar,69952.0
Balrampur,52515.0
Bastar,45259.0
Bemetara,42149.0
Bijapur,29359.0
Bilaspur,104310.0
Dantewada,25084.0
Dhamtari,37580.0
Durg,67007.0
Gariaband,24540.0
Janjgir-Champa,72350.0
Jashpur,53051.0
Kabeerdham,49342.0
Kondagaon,33046.0
Korba,90183.0
Koriya,46309.0
Mahasamund,60747.0
Mungeli,41283.0
Narayanpur,12465.0
Raigarh,106622.0
Raipur,89937.0
Rajnandgaon,79758.0
Sukma,19113.0
Surajpur,50105.0
Surguja,42985.0
Uttar Bastar Kanker,49402.0
Dadra and Nagar Haveli,16380.0
Daman,3798.0
Diu,840.0
North Goa,40309.0
South Goa,29021.0
Ahmadabad,158310.0
Amreli,81734.0
Anand,55612.0
Aravalli,40403.0
Banas Kantha,125414.0
Bharuch,116079.0
Bhavnagar,84782.0
Botad,20432.0
Chhota Udaipur,40431.0
Dahod,49160.0
Devbhumi Dwarka,64158.0
Gandhinagar,63917.0
Gir Somnath,34886.0
Jamnagar,101387.0
Junagadh,82933.0
Kachchh,270869.0
Kheda,71206.0
Mahesana,93105.0
Mahisagar,24897.0
Morbi,83895.0
Narmada,26582.0
Navsari,31692.0
Panch Mahals,42769.0
Patan,70301.0
Porbandar,29942.0
Rajkot,126347.0
Sabar Kantha,54815.0
Surat,117358.0
Surendranagar,109635.0
Tapi,35773.0
The Dangs,11068.0
Vadodara,101285.0
Valsad,54041.0
Ambala,46952.0
Bhiwani,75451.0
Faridabad,58791.0
Fatehabad,41440.0
Gurgaon,66823.0
Hisar,75257.0
Jhajjar,54086.0
Jind,52925.0
Kaithal,42166.0
Karnal,65547.0
Kurukshetra,41437.0
Mahendragarh,35566.0
Mewat,43902.0
Palwal,31307.0
Panchkula,23008.0
Panipat,42466.0
Rewari,35010.0
Rohtak,39064.0
Sirsa,61970.0
Sonipat,60832.0
Yamunanagar,30752.0
Bilaspur,15424.0
Chamba,27150.0
Hamirpur,11963.0
Kangra,50878.0
