NAME_2,Sum_of_Lights_2016
Nicobar Islands,2083.0
North and Middle Andaman,6810.0
South Andaman,7053.0
Anantapur,163666.0
Chittoor,146014.0
East Godavari,112356.0
Guntur,131059.0
Krishna,97784.0
Kurnool,143004.0
Nellore,132343.0
Prakasam,146889.0
Srikakulam,53928.0
Visakhapatnam,109754.0
Vizianagaram,43448.0
West Godavari,73064.0
Y.S.R.,119439.0
Anjaw,852.0
Anjaw,1836.0
Changlang,10830.0
Dibang Valley,2820.0
East Kameng,4465.0
East Siang,4515.0
East Siang,4362.0
Kurung Kumey,2321.0
Lohit,3880.0
Lohit,0.0
Longding,1464.0
Lower Dibang Valley,3408.0
Lower Dibang Valley,270.0
Lower Subansiri,8316.0
Namsai,3077.0
Papum Pare,16067.0
Tawang,2322.0
Tirap,3279.0
Upper Siang,2747.0
Upper Subansiri,3763.0
West Kameng,10786.0
West Siang,4915.0
Baksa,19104.0
Barpeta,18084.0
Bongaigaon,10777.0
Cachar,23927.0
Chirang,10006.0
Darrang,15104.0
Dhemaji,9379.0
Dhubri,24660.0
Dibrugarh,65884.0
Dima Hasao,16954.0
Goalpara,21097.0
Golaghat,37298.0
Hailakandi,9153.0
Jorhat,23108.0
Kamrup,35694.0
Kamrup Metropolitan,18403.0
Karbi Anglong,42788.0
Karimganj,15075.0
Kokrajhar,24593.0
Lakhimpur,17024.0
Morigaon,14015.0
Nagaon,40122.0
Nalbari,9112.0
Sivasagar,41032.0
Sonitpur,44336.0
Tinsukia,58731.0
Udalguri,20431.0
Araria,31692.0
Arwal,9020.0
Aurangabad,42986.0
Banka,32001.0
Begusarai,30122.0
Bhagalpur,38831.0
Bhojpur,32112.0
Buxar,20344.0
Darbhanga,29591.0
Gaya,69741.0
Gopalganj,25524.0
Jamui,24748.0
Jehanabad,16602.0
Kaimur,28655.0
Katihar,30661.0
Khagaria,14705.0
Kishanganj,21313.0
Lakhisarai,14723.0
Madhepura,27072.0
Madhubani,39843.0
Munger,19466.0
Muzaffarpur,47374.0
Nalanda,47323.0
Nawada,28036.0
Pashchim Champaran,48804.0
Patna,77792.0
Purba Champaran,40692.0
Purnia,37461.0
Rohtas,48480.0
Saharsa,24349.0
Samastipur,35960.0
Saran,38239.0
Sheikhpura,7954.0
Sheohar,6163.0
Sitamarhi,21109.0
Siwan,24561.0
Supaul,29965.0
Vaishali,35663.0
Chandigarh,9370.0
Balod,22246.0
Baloda Bazar,59525.0
Balrampur,35243.0
Bastar,35536.0
Bemetara,35149.0
Bijapur,31888.0
Bilaspur,88396.0
Dantewada,21086.0
Dhamtari,30211.0
Durg,54680.0
Gariaband,21555.0
Janjgir-Champa,62173.0
Jashpur,41294.0
Kabeerdham,44861.0
Kondagaon,21731.0
Korba,77028.0
Koriya,38284.0
Mahasamund,50895.0
Mungeli,35006.0
Narayanpur,17223.0
Raigarh,94116.0
Raipur,78707.0
Rajnandgaon,69583.0
Sukma,14065.0
Surajpur,40940.0
Surguja,34338.0
Uttar Bastar Kanker,39665.0
Dadra and Nagar Haveli,15519.0
Daman,3848.0
Diu,700.0
North Goa,33346.0
South Goa,23341.0
Ahmadabad,124964.0
Amreli,71781.0
Anand,42091.0
Aravalli,31559.0
Banas Kantha,97859.0
Bharuch,94484.0
Bhavnagar,74328.0
Botad,15988.0
Chhota Udaipur,33763.0
Dahod,42438.0
Devbhumi Dwarka,54454.0
Gandhinagar,46578.0
Gir Somnath,27611.0
Jamnagar,91005.0
Junagadh,65600.0
Kachchh,209905.0
Kheda,54591.0
Mahesana,66119.0
Mahisagar,21819.0
Morbi,58900.0
Narmada,21437.0
Navsari,25240.0
Panch Mahals,33714.0
Patan,55625.0
Porbandar,23316.0
Rajkot,98178.0
Sabar Kantha,40629.0
Surat,98591.0
Surendranagar,90217.0
Tapi,29261.0
The Dangs,10393.0
Vadodara,77487.0
Valsad,41008.0
Ambala,37148.0
Bhiwani,58571.0
