NAME_2,Sum_of_Lights_2014
Nicobar Islands,2976.0
North and Middle Andaman,5944.0
South Andaman,7769.0
Anantapur,167549.0
Chittoor,153143.0
East Godavari,106991.0
Guntur,125363.0
Krishna,97497.0
Kurnool,152586.0
Nellore,132601.0
Prakasam,156524.0
Srikakulam,55379.0
Visakhapatnam,100461.0
Vizianagaram,43952.0
West Godavari,72369.0
Y.S.R.,128567.0
Anjaw,690.0
Anjaw,3045.0
Changlang,13490.0
Dibang Valley,2522.0
East Kameng,5620.0
East Siang,6532.0
East Siang,4159.0
Kurung Kumey,2328.0
Lohit,7072.0
Lohit,0.0
Longding,2060.0
Lower Dibang Valley,3196.0
Lower Dibang Valley,835.0
Lower Subansiri,8937.0
Namsai,3480.0
Papum Pare,18713.0
Tawang,4790.0
Tirap,4270.0
Upper Siang,2355.0
Upper Subansiri,3856.0
West Kameng,12611.0
West Siang,6970.0
Baksa,19697.0
Barpeta,17512.0
Bongaigaon,10559.0
Cachar,29455.0
Chirang,11337.0
Darrang,13598.0
Dhemaji,11635.0
Dhubri,20734.0
Dibrugarh,63060.0
Dima Hasao,32694.0
Goalpara,19668.0
Golaghat,37721.0
Hailakandi,11271.0
Jorhat,23371.0
Kamrup,37229.0
Kamrup Metropolitan,18965.0
Karbi Anglong,73102.0
Karimganj,16098.0
Kokrajhar,24101.0
Lakhimpur,17255.0
Morigaon,13652.0
Nagaon,38210.0
Nalbari,8799.0
Sivasagar,38428.0
Sonitpur,43710.0
Tinsukia,64891.0
Udalguri,19422.0
Araria,24697.0
Arwal,6618.0
Aurangabad,35333.0
Banka,24023.0
Begusarai,27567.0
Bhagalpur,34230.0
Bhojpur,24956.0
Buxar,17975.0
Darbhanga,25349.0
Gaya,56462.0
Gopalganj,20643.0
Jamui,23749.0
Jehanabad,11932.0
Kaimur,25985.0
Katihar,27745.0
Khagaria,12225.0
Kishanganj,18101.0
Lakhisarai,13208.0
Madhepura,19095.0
Madhubani,33571.0
Munger,15020.0
Muzaffarpur,38591.0
Nalanda,31342.0
Nawada,20853.0
Pashchim Champaran,45215.0
Patna,65938.0
Purba Champaran,36351.0
Purnia,34553.0
Rohtas,40724.0
Saharsa,17401.0
Samastipur,29749.0
Saran,32987.0
Sheikhpura,6282.0
Sheohar,5343.0
Sitamarhi,19203.0
Siwan,21665.0
Supaul,23756.0
Vaishali,26197.0
Chandigarh,9302.0
Balod,24278.0
Baloda Bazar,61007.0
Balrampur,42152.0
Bastar,37117.0
Bemetara,35563.0
Bijapur,41138.0
Bilaspur,88548.0
Dantewada,17275.0
Dhamtari,32548.0
Durg,56905.0
Gariaband,22858.0
Janjgir-Champa,69327.0
Jashpur,44654.0
Kabeerdham,45008.0
Kondagaon,23785.0
Korba,79283.0
Koriya,48052.0
Mahasamund,49492.0
Mungeli,33275.0
Narayanpur,12541.0
Raigarh,101809.0
Raipur,78796.0
Rajnandgaon,76134.0
Sukma,14526.0
Surajpur,46257.0
Surguja,33945.0
Uttar Bastar Kanker,51034.0
Dadra and Nagar Haveli,15289.0
Daman,3808.0
Diu,517.0
North Goa,31973.0
South Goa,23771.0
Ahmadabad,121508.0
Amreli,70107.0
Anand,41704.0
Aravalli,31474.0
Banas Kantha,98046.0
Bharuch,96610.0
Bhavnagar,73527.0
Botad,15911.0
Chhota Udaipur,32261.0
Dahod,41262.0
Devbhumi Dwarka,52192.0
Gandhinagar,44635.0
Gir Somnath,26003.0
Jamnagar,87856.0
Junagadh,65875.0
Kachchh,215495.0
Kheda,50502.0
Mahesana,64416.0
Mahisagar,22082.0
Morbi,54894.0
Narmada,19593.0
Navsari,24908.0
Panch Mahals,32825.0
Patan,56751.0
Porbandar,22758.0
Rajkot,94805.0
Sabar Kantha,40784.0
Surat,93345.0
Surendranagar,88637.0
Tapi,27616.0
The Dangs,7845.0
Vadodara,75741.0
Valsad,40717.0
Ambala,42888.0
Bhiwani,68034.0
Faridabad,51230.0
Fatehabad,38687.0
Gurgaon,58209.0
Hisar,64459.0
Jhajjar,48558.0
Jind,50799.0
Kaithal,47051.0
Karnal,72061.0
Kurukshetra,41711.0
Mahendragarh,34945.0
Mewat,33228.0
Palwal,23845.0
Panchkula,18910.0
Panipat,43558.0
Rewari,32552.0
Rohtak,37629.0
Sirsa,59693.0
Sonipat,58826.0
Yamunanagar,27221.0
Bilaspur,13796.0
Chamba,26169.0
Hamirpur,11032.0
Kangra,44533.0
Kinnaur,14314.0
Kinnaur,156.0
Kinnaur,0.0
Kullu,22697.0
Lahul & Spiti,4578.0
Lahul & Spiti,96.0
Mandi,30693.0
Shimla,31531.0
Sirmaur,22856.0
Solan,31363.0
Una,17864.0
Anantnag,16959.0
Badgam,12779.0
Bandipore,6625.0
Baramulla,25555.0
Doda,17166.0
Ganderbal,10037.0
Jammu,64498.0
Kargil,8003.0
Kathua,39673.0
Kishtwar,9914.0
Kulgam,7053.0
Kupwara,16222.0
Leh (Ladakh),28409.0
Poonch,16616.0
Pulwama,9099.0
Rajouri,31020.0
Ramban,9486.0
Reasi,18679.0
Samba,23500.0
Shupiyan,6643.0
Srinagar,17007.0
Udhampur,30551.0
Bokaro,59470.0
Chatra,13171.0
Deoghar,30151.0
Dhanbad,64444.0
Dumka,30845.0
Garhwa,20637.0
Giridih,40971.0
Godda,20320.0
Gumla,32492.0
Hazaribagh,56919.0
Jamtara,18260.0
Khunti,16343.0
Kodarma,14987.0
Latehar,26400.0
Lohardaga,13252.0
Pakur,14778.0
Palamu,34115.0
Pashchimi Singhbhum,62060.0
Purbi Singhbhum,49664.0
Ramgarh,34143.0
Ranchi,69406.0
Sahibganj,19769.0
Saraikela-kharsawan,35948.0
Simdega,11332.0
Bagalkot,62709.0
Bangalore,115082.0
Bangalore Rural,51080.0
Belgaum,122750.0
Bellary,101232.0
Bidar,56841.0
Bijapur,86700.0
Chamrajnagar,46539.0
Chikballapura,48119.0
Chikmagalur,42743.0
Chitradurga,79854.0
Dakshina Kannada,36861.0
Davanagere,65714.0
Dharwad,45360.0
Gadag,40086.0
Gulbarga,113746.0
Hassan,66062.0
Haveri,45616.0
Kodagu,15198.0
Kolar,56265.0
Koppal,55810.0
Mandya,56984.0
Mysore,78254.0
Raichur,85906.0
Ramanagara,46785.0
Shimoga,34995.0
Tumkur,107423.0
Udupi,23514.0
Uttara Kannada,38133.0
Yadgir,49941.0
Alappuzha,14275.0
Ernakulam,39479.0
Idukki,29600.0
Kannur,12989.0
Kasaragod,8966.0
Kollam,22410.0
Kottayam,18598.0
Kozhikode,13979.0
Malappuram,20762.0
Palakkad,33732.0
Pathanamthitta,17524.0
Thiruvananthapuram,27779.0
Thrissur,27664.0
Wayanad,9632.0
Lakshadweep,269.0
Agar Malwa,25739.0
Alirajpur,27167.0
Anuppur,27052.0
Ashoknagar,44292.0
Balaghat,63556.0
Barwani,39047.0
Betul,62701.0
Bhind,49328.0
Bhopal,52204.0
Burhanpur,20586.0
Chhatarpur,82674.0
Chhindwara,76710.0
Damoh,64981.0
Datia,29125.0
