NAME_2,Sum_of_Lights_2018
Nicobar Islands,2965.0
North and Middle Andaman,14006.0
South Andaman,9587.0
Anantapur,189118.0
Chittoor,176316.0
East Godavari,144408.0
Guntur,158056.0
Krishna,118157.0
Kurnool,169874.0
Nellore,152758.0
Prakasam,177198.0
Srikakulam,64290.0
Visakhapatnam,145892.0
Vizianagaram,59176.0
West Godavari,92530.0
Y.S.R.,142590.0
Anjaw,1211.0
Anjaw,8818.0
Changlang,15098.0
Dibang Valley,29976.0
East Kameng,7172.0
East Siang,7122.0
East Siang,7771.0
Kurung Kumey,20143.0
Lohit,9924.0
Lohit,335.0
Longding,4521.0
Lower Dibang Valley,4649.0
Lower Dibang Valley,3647.0
Lower Subansiri,13661.0
Namsai,4201.0
Papum Pare,20454.0
Tawang,7248.0
Tirap,8522.0
Upper Siang,18827.0
Upper Subansiri,23014.0
West Kameng,29172.0
West Siang,21804.0
Baksa,24072.0
Barpeta,22827.0
Bongaigaon,12734.0
Cachar,33830.0
Chirang,13408.0
Darrang,18254.0
Dhemaji,20895.0
Dhubri,30875.0
Dibrugarh,60250.0
Dima Hasao,28737.0
Goalpara,24163.0
Golaghat,45576.0
Hailakandi,12545.0
Jorhat,30452.0
Kamrup,42558.0
Kamrup Metropolitan,20113.0
Karbi Anglong,69099.0
Karimganj,20269.0
Kokrajhar,31753.0
Lakhimpur,28314.0
Morigaon,16616.0
Nagaon,46975.0
Nalbari,11179.0
Sivasagar,46940.0
Sonitpur,55802.0
Tinsukia,61819.0
Udalguri,23042.0
Araria,39918.0
Arwal,11326.0
Aurangabad,54337.0
Banka,40240.0
Begusarai,38175.0
Bhagalpur,45853.0
Bhojpur,44659.0
Buxar,26475.0
Darbhanga,36082.0
Gaya,83351.0
Gopalganj,42031.0
Jamui,37058.0
Jehanabad,20324.0
Kaimur,47259.0
Katihar,39187.0
Khagaria,19675.0
Kishanganj,24195.0
Lakhisarai,18685.0
Madhepura,34252.0
Madhubani,49028.0
Munger,21301.0
Muzaffarpur,58026.0
Nalanda,53260.0
Nawada,37490.0
Pashchim Champaran,69338.0
Patna,88025.0
Purba Champaran,61035.0
Purnia,47213.0
Rohtas,74344.0
Saharsa,28845.0
Samastipur,43707.0
Saran,52764.0
Sheikhpura,10924.0
Sheohar,9702.0
Sitamarhi,27566.0
Siwan,38734.0
Supaul,34393.0
Vaishali,40951.0
Chandigarh,9394.0
Balod,28118.0
Baloda Bazar,67846.0
Balrampur,58674.0
Bastar,57457.0
Bemetara,40694.0
Bijapur,67755.0
Bilaspur,98986.0
Dantewada,29366.0
Dhamtari,41331.0
Durg,60055.0
Gariaband,37333.0
Janjgir-Champa,67283.0
Jashpur,55798.0
Kabeerdham,55592.0
Kondagaon,44055.0
Korba,97914.0
Koriya,68619.0
Mahasamund,59254.0
Mungeli,43626.0
Narayanpur,28469.0
Raigarh,106036.0
Raipur,80623.0
Rajnandgaon,88065.0
Sukma,35020.0
Surajpur,57848.0
Surguja,44588.0
Uttar Bastar Kanker,65037.0
Dadra and Nagar Haveli,16711.0
Daman,3871.0
Diu,892.0
North Goa,37922.0
South Goa,30887.0
Ahmadabad,148015.0
Amreli,84570.0
Anand,52243.0
Aravalli,39181.0
Banas Kantha,127314.0
Bharuch,103269.0
Bhavnagar,90447.0
Botad,19565.0
Chhota Udaipur,44489.0
Dahod,53814.0
Devbhumi Dwarka,62952.0
Gandhinagar,55207.0
Gir Somnath,33690.0
Jamnagar,103053.0
Junagadh,82912.0
Kachchh,295809.0
Kheda,67160.0
Mahesana,80382.0
Mahisagar,26870.0
Morbi,73824.0
Narmada,28925.0
Navsari,30765.0
Panch Mahals,41427.0
Patan,68275.0
Porbandar,28131.0
Rajkot,112655.0
Sabar Kantha,53087.0
Surat,111394.0
Surendranagar,111402.0
Tapi,36580.0
The Dangs,15194.0
Vadodara,89815.0
Valsad,50380.0
Ambala,39242.0
Bhiwani,69437.0
Faridabad,50592.0
Fatehabad,35334.0
Gurgaon,57966.0
Hisar,64842.0
Jhajjar,46849.0
Jind,45780.0
Kaithal,39668.0
Karnal,62441.0
Kurukshetra,36214.0
Mahendragarh,34841.0
Mewat,35142.0
Palwal,26423.0
Panchkula,21760.0
Panipat,38101.0
Rewari,33270.0
Rohtak,34327.0
Sirsa,58523.0
Sonipat,56202.0
Yamunanagar,28064.0
Bilaspur,15113.0
Chamba,63215.0
