NAME_2,Sum_of_Lights_2022
Nicobar Islands,1829.0
North and Middle Andaman,8124.0
South Andaman,8208.0
Anantapur,211152.0
Chittoor,209788.0
East Godavari,151409.0
Guntur,178363.0
Krishna,150708.0
Kurnool,188664.0
Nellore,165231.0
Prakasam,193444.0
Srikakulam,83282.0
Visakhapatnam,143830.0
Vizianagaram,62922.0
West Godavari,118143.0
Y.S.R.,159201.0
Anjaw,2212.0
Anjaw,3234.0
Changlang,18559.0
Dibang Valley,4616.0
East Kameng,7258.0
East Siang,6975.0
East Siang,5752.0
Kurung Kumey,3059.0
Lohit,11928.0
Lohit,0.0
Longding,4117.0
Lower Dibang Valley,5145.0
Lower Dibang Valley,2564.0
Lower Subansiri,12395.0
Namsai,5955.0
Papum Pare,24837.0
Tawang,6063.0
Tirap,7428.0
Upper Siang,3201.0
Upper Subansiri,5001.0
West Kameng,19466.0
West Siang,12309.0
Baksa,25292.0
Barpeta,27871.0
Bongaigaon,15284.0
Cachar,38478.0
Chirang,14922.0
Darrang,20767.0
Dhemaji,20822.0
Dhubri,36262.0
Dibrugarh,70040.0
Dima Hasao,21400.0
Goalpara,27681.0
Golaghat,54397.0
Hailakandi,13313.0
Jorhat,33637.0
Kamrup,52257.0
Kamrup Metropolitan,25571.0
Karbi Anglong,65743.0
Karimganj,22092.0
Kokrajhar,37203.0
Lakhimpur,31915.0
Morigaon,18901.0
Nagaon,55499.0
Nalbari,13220.0
Sivasagar,45627.0
Sonitpur,64255.0
Tinsukia,71682.0
Udalguri,24330.0
Araria,49042.0
Arwal,16691.0
Aurangabad,74067.0
Banka,46849.0
Begusarai,53189.0
Bhagalpur,65309.0
Bhojpur,59294.0
Buxar,39261.0
Darbhanga,54140.0
Gaya,113084.0
Gopalganj,47717.0
Jamui,49835.0
Jehanabad,32973.0
Kaimur,52199.0
Katihar,51503.0
Khagaria,25399.0
Kishanganj,30504.0
Lakhisarai,27359.0
Madhepura,38670.0
Madhubani,73800.0
Munger,28407.0
Muzaffarpur,87970.0
Nalanda,65315.0
Nawada,50360.0
Pashchim Champaran,71925.0
Patna,114430.0
Purba Champaran,88555.0
Purnia,61106.0
Rohtas,80228.0
Saharsa,36013.0
Samastipur,68325.0
Saran,68939.0
Sheikhpura,16784.0
Sheohar,14501.0
Sitamarhi,44244.0
Siwan,48550.0
Supaul,45898.0
Vaishali,62722.0
Chandigarh,9648.0
Balod,32796.0
Baloda Bazar,77460.0
Balrampur,66599.0
Bastar,54062.0
Bemetara,47012.0
Bijapur,53179.0
Bilaspur,110860.0
Dantewada,28368.0
Dhamtari,43864.0
Durg,75988.0
Gariaband,34292.0
Janjgir-Champa,79199.0
Jashpur,63620.0
Kabeerdham,54572.0
Kondagaon,41146.0
Korba,106128.0
Koriya,75166.0
Mahasamund,66521.0
Mungeli,47735.0
Narayanpur,22647.0
Raigarh,120105.0
Raipur,101423.0
Rajnandgaon,93938.0
Sukma,25079.0
Surajpur,65390.0
Surguja,52717.0
Uttar Bastar Kanker,65425.0
Dadra and Nagar Haveli,16550.0
Daman,3962.0
Diu,922.0
North Goa,46651.0
South Goa,33475.0
Ahmadabad,182061.0
Amreli,91869.0
Anand,69961.0
Aravalli,46191.0
Banas Kantha,141889.0
Bharuch,135449.0
Bhavnagar,100831.0
Botad,22942.0
Chhota Udaipur,44552.0
Dahod,53959.0
